id,title_romaji,title_english,isAdult,split
188825,Mini Teukgongdae Super Gongnyong Power: Super Dino 7,Mini Teukgongdae Super Gongnyong Power: Super Dino 7,False,val
188826,Mini Teukgongdae Animaltron,Miniforce Animal Tron,False,val
126400,Qian Cong Shou,The Indomitable,False,val
133661,Zhen Dao Ge: Chenshi Xing,Zhen Dao Ge: Chenshi Xing,False,val
133786,Jing Cui Xian Zun,The Tale of The Spirit Stone,False,val
139170,Qi Jie Diyi Xian,Qi Jie Diyi Xian,False,val
139669,Xi Yangyang Yu Hui Tailang: Kuang Chu Weilai,Xi Yangyang Yu Hui Tailang: Kuang Chu Weilai,False,val
140955,Shi Wang Zhe A?,Shi Wang Zhe A?,False,val
142116,Garden: Takamine-ke no Nirinka The Animation,Garden -The Two Flowers of the Takamine Family- THE ANIMATION,True,val
142216,Garugaku. II: Lucky Stars,Garugaku. II: Lucky Stars,False,val
142553,Women De Dong Ao,Women De Dong Ao,False,val
143065,Yamitsuki Mura / Melty Limit The Animation,Yamitsuki Mura / Melty Limit The Animation,True,val
143483,Mao Xian Dong De Shou,Mao Xian Dong De Shou,False,val
143620,Xiao Hu Dun Da Yingxiong,Xiao Hu Dun Da Yingxiong,False,val
144852,Aka-chan Honbuchou 2nd Season,Aka-chan Honbuchou 2nd Season,False,val
145814,Yong Mei,Yong Mei,False,val
145823,Xian Yu Ge Specials,Xian Yu Ge Specials,False,val
146554,Jifeng Jingshe,Jifeng Jingshe,False,val
146887,Nanako Zhichang Da Zuozhan,Nanako Zhichang Da Zuozhan,False,val
149346,Gon De Hanta: Tata Turan Xiangdao 2,Tata's Rainbow Brainstorm 2,False,val
151779,Xiong Chumo: Chongfan Diqiu,Boonie Bears: Back to Earth,False,val
170013,Penetrate Blue: Vapor Trail Another Age 2824,Penetrate Blue: Vapor Trail Another Age 2824,False,val
184374,Jin Shancheng Cai Qiu Hua Hui Yi Shi: 2022 Bainian Ji Dan Pin,Jin Shancheng Cai Qiu Hua Hui Yi Shi: 2022 Bainian Ji Dan Pin,False,val
122522,Huanmeng Shan Hai Yao,Huanmeng Shan Hai Yao,False,test
122531,Hun Hou Richang,Hun Hou Richang,False,test
126369,Ni Zhenshi Ge Tiancai,You're A Genius!,False,test
126394,Hei Men,SWARM,False,test
126402,Shanghai Gushi,Shanghai Gushi,False,test
126439,Shan Hai Juelun,Fairy Mountain,False,test
129250,Shen Ji Long Wei,The Legend of Dragon Soldier,False,test
129251,Shen Mu,Shen Mu,False,test
129652,Xiong Bing Lian 3: Leiting Wan Jun,Xiong Bing Lian 3: Leiting Wan Jun,False,test
133866,Xun Jian,Sword Quest,False,test
134102,Shi Shaoxia Ganjue Hao Gudan,Shi Shaoxia Ganjue Hao Gudan,False,test
136459,Boku wa Chiisana Succubus no Shimobe,Serving the Little Succubus,True,test
137602,Chong Chu Diqiu,Chong Chu Diqiu,False,test
137642,Juedai Shuang Jiao,Juedai Shuang Jiao,False,test
137643,Jiandao Di Yi Xian,Jiandao Di Yi Xian,False,test
137677,Libashanhe Xi Zitang,Libashanhe Xi Zitang,False,test
137679,Mo You Ji,Mo You Ji,False,test
137698,Kaiju Yi Zuo Shan,Kaiju Yi Zuo Shan,False,test
138611,Xi Xing Ji: Qiong Qi Didong,Xi Xing Ji: Qiong Qi Didong,False,test
141873,Xing Yuan Zhi Zhu,Master of the Star Spring,False,test
142549,Crayon Shin-chan: Mononoke Ninja Chinpuuden,Crayon Shinchan the Movie: The Tornado Legend of Ninja Mononoke,False,test
144996,Harem Cult side HAREM,Harem Cult side HAREM,True,test
145069,Raikou Shinki Igis Magia: PANDRA saga 3rd ignition - The Animation,Raikou Shinki Igis Magia: PANDRA saga 3rd ignition - The Animation,True,test
145916,IDOL bu SHOW Movie,IDOL bu SHOW Movie,False,test
146583,Wo Shi Nezha 2: Danao Dong Hai,Wo Shi Nezha 2: Danao Dong Hai,False,test
146648,Tuanzimen De Shiming,Tuanzimen De Shiming,False,test
146741,Pandemic,Pandemic,True,test
146886,Jian Yu Yuanzheng - Insomnia De Naxie Shier,Just Esperia Things,False,test
147212,Wo Kao Chongzhi Dang Wudi,Wo Kao Chongzhi Dang Wudi,False,test
147929,Kisaku Reiwa Ban,Kisaku Reiwa Ban,True,test
148147,Haji+,Haji+,True,test
148334,Xian Mu,Xian Mu,False,test
149071,Fanren Xiu Xian Zhuan: Zai Bie Tiannan,Fanren Xiu Xian Zhuan: Zai Bie Tiannan,False,test
149095,Jidao Long Shen,Jidao Long Shen,False,test
149098,Mahoutsukai Reimeiki × Machikado Mazoku 2-Choume Collab Mini Anime,Mahoutsukai Reimeiki × Machikado Mazoku 2-Choume Collab Mini Anime,False,test
149701,Jian Xian Zaici,Jian Xian Zaici,False,test
149703,Xin Weiqi Shaonian,Xin Weiqi Shaonian,False,test
149810,Shishang Zui Qiang Nan Zhujue,Shishang Zui Qiang Nan Zhujue,False,test
150947,Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,False,test
151018,Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,True,test
151313,Yanguang Coffee Ting Zhi Xin You Ji,Yanguang Coffee Ting Zhi Xin You Ji,False,test
151511,Xianwu Cangqiong,Xianwu Heaven,False,test
151634,Si Wuxie,Si Wuxie,False,test
151780,Balala Xiao Moxian: Mofa Xing Yuan Bao,Balala Xiao Moxian: Mofa Xing Yuan Bao,False,test
152488,Mini Shijie: Juexing,Mini Shijie: Juexing,False,test
153200,Fanren Xiu Xian Zhuan: Chu Ru Xing Hai,Fanren Xiu Xian Zhuan: Chu Ru Xing Hai,False,test
153412,Duel Masters WIN,Duel Masters WIN,False,test
153507,Shanhai Jing: Zaijian Gaoshou,Shanhai Jing: Zaijian Gaoshou,False,test
154076,Mesudachi The Animation,Mesudachi The Animation,True,test
154081,Jashin-chan Dropkick X Mame Anime,Jashin-chan Dropkick X Mame Anime,False,test
154173,Nanamental,Nanamental,False,test
154178,"Yuusha, Yamemasu Puchi Hiroma","Yuusha, Yamemasu Puchi Hiroma",False,test
154341,MEE,MEE,False,test
154937,Zhege Nianji Huan Neng Dang Daxia Ma,Zhege Nianji Huan Neng Dang Daxia Ma,False,test
155170,Mama Katsu,Mama Katsu,True,test
155196,Xiaolan He Ta De Pengyou,Xiaolan He Ta De Pengyou,False,test
155199,Miaomiao Ruci Yaorao,Miaomiao Ruci Yaorao,False,test
155200,Shouhu Lian Meng ROY6: Senlin Li De Minini,Shouhu Lian Meng ROY6: Senlin Li De Minini,False,test
155220,Shaonian Bai Ma Zui Chun Feng Part 2,Shaonian Bai Ma Zui Chun Feng Part 2,False,test
155221,Cang Lan Jue Part 2,Cang Lan Jue Part 2,False,test
156189,Jing Cui Xian Zun Part 2,The Tale of The Spirit Stone Part 2,False,test
157181,Wan Jie Zhizun,Wan Jie Zhizun,False,test
158480,Jintian Shao Zhu Bu Zaijia,Jintian Shao Zhu Bu Zaijia,False,test
159453,Fangyu Quan Kai,Fangyu Quan Kai,False,test
162726,UniteUp! Mini Drama,UniteUp! Mini Drama,False,test
165931,Niehime to Kemono no Ou Mini Anime,Niehime to Kemono no Ou Mini Anime,False,test
166049,Kiyoneko,Kiyoneko,False,test
168564,ROLY POLY PEOPLES,ROLY POLY PEOPLES,False,test
169767,Menghuan Shuyuan Zhi Guojia Anquan Pian,Menghuan Shuyuan Zhi Guojia Anquan Pian,False,test
181831,Madtoy Chatty,Madtoy Chatty,False,test
182545,Aware! Meisaku-kun: Ryuuguuchuu-hen,Aware! Meisaku-kun: Ryuuguuchuu-hen,False,test
187219,wasimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija,wasimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija,False,test
187775,Alchemy Stars: 1.5 Shuunen Kinen Douga,Alchemy Stars: 1.5 Shuunen Kinen Douga,False,test
188065,RESCUE Tayo,RESCUE Tayo,False,test
188827,Mini Teukgongdae V Rangers,Miniforce V Rangers,False,test
122585,Wu Shan Wu Xing: Xi Chuan Huan Zi Lin,Wu Shan Wu Xing: Xi Chuan Huan Zi Lin,False,test
129246,Bu Mie Shen Wang,The Rich God,False,test
134095,Nitian Xie Shen (2023),Nitian Xie Shen (2023),False,test
134099,Shu Tian Fu Mo Lu,The Guardian Legend,False,test
137641,Jiuzhou Piaomiao Lu,Novoland: Eagle Flag,False,test
137665,Mo Zhuang Chuanshuo,Mo Zhuang Chuanshuo,False,test
137684,Gei Wo Lai Ge Xiao Heshang,Gei Wo Lai Ge Xiao Heshang,False,test
137715,Wu Shuang Shu,Wu Shuang Shu,False,test
138612,Xi Xing Ji: Anying Mo Cheng,Xi Xing Ji: Anying Mo Cheng,False,test
141860,Huoxing Xi Lu 7 Hao,No.7 West Mars Street,False,test
141868,Feng Ling Yu Xiu 2,Soulmate Adventure S2,False,test
141872,Wulin Buer Zhoukan,Wulin Buer Zhoukan,False,test
141880,Wo Jia Da Shixiong Youdian Kaopu,Wo Jia Da Shixiong Youdian Kaopu,False,test
141892,Yi Kong Zhan Ge,Thrud,False,test
147511,Wu Geng Ji 4 Part 2,Wu Geng Ji 4 Part 2,False,test
153632,Mark Your Kiss The Animation,Mark Your Kiss The Animation,True,test
155302,Zhen Yang Wushen,Zhen Yang Wushen,False,test
156062,Fanren Xiu Xian Zhuan: Xinghai Feichi,Fanren Xiu Xian Zhuan: Xinghai Feichi,False,test
156083,Ta Bu Dang Nüzhu Hen Duonian,Since I Wasn’t the Heroine,False,test
156162,Yari Agari,Yari Agari,True,test
157631,Majo wa Kekkyoku Sono Kyaku to... The Animation,"In The End, The Witch And Her Customer... The Animation",True,test
158640,Sakuretsu! Amabie-hime. Season2,Sakuretsu! Amabie-hime. Season2,False,test
159869,Wei Jiang,Wei Jiang,False,test
160147,Wo Shi Xuexiao Weiyi De Renlei,Wo Shi Xuexiao Weiyi De Renlei,False,test
160701,Kokuhaku...,Kokuhaku...,True,test
163256,Duel Masters WIN: Duel Wars,Duel Masters WIN: Duel Wars,False,test
163363,Pole Princess!! Movie,Pole Princess!! Movie,False,test
164239,so_low,so_low,True,test
164297,Tanetsuke Oji-san to NTR Hitozuma Sex,Tanetsuke Oji-san to NTR Hitozuma Sex,True,test
164298,Tanetsuke Oji-san to Papakko JD Saimin Seikatsu The Animation,Tanetsuke Oji-san to Papakko JD Saimin Seikatsu The Animation,True,test
166050,Iya na Kao sare nagara Opantsu Misete Moraitai ver 3.0,Iya na Kao sare nagara Opantsu Misete Moraitai ver 3.0,False,test
166053,Akebi-chan 100 man-bu,Akebi-chan 100 man-bu,False,test
166059,Ao no Orchestra 5-bu de Tanoshii Kurashikku,Ao no Orchestra 5-bu de Tanoshii Kurashikku,False,test
166217,Bai Lian Feisheng Lu,Bai Lian Feisheng Lu,False,test
166220,Nitian Zhan Ji,The Rise of the Weak,False,test
166221,Qing Lian Jian Xian Zhuan,Qing Lian Jian Xian Zhuan,False,test
166324,Shashou Good,Shashou Good,False,test
166404,Ban Shen Zhi Jing,Ban Shen Zhi Jing,False,test
166461,Kozukuri Ninkatsu-bu!,Kozukuri Ninkatsu-bu!,True,test
166609,Junjou Decamelon,Junjou Decamelon,True,test
166996,Tsuma Netori Kan: Bijutsu Kyoushi no Baai,Tsuma Netori Kan: Bijutsu Kyoushi no Baai,True,test
167473,Mihitsu no Koi,Ambivalent Love,True,test
168538,Shijoku Zukushi,Big Sister Humiliation,True,test
169087,Ayagashima Kankou Annai,Ayagashima Kankou Annai,False,test
169516,Shin Shinka no Mi Gekijou: Tokubetsu-hen,Shin Shinka no Mi Gekijou: Tokubetsu-hen,False,test
169683,Shunka Shuutou,Shunka Shuutou,True,test
169750,Shangri-La Frontier Mini Anime,Shangri-La Frontier Mini Anime,False,test
169830,Yinhe Zhi Xin Fan Wai Pian: Yi Bian,Yinhe Zhi Xin Fan Wai Pian: Yi Bian,False,test
169910,"Yowai 5000-nen no Soushoku Dragon, Iwarenaki Jaryuu Nintei: Chokotto","Yowai 5000-nen no Soushoku Dragon, Iwarenaki Jaryuu Nintei: Chokotto",False,test
169966,I.CINNAMOROLL Animation,I.CINNAMOROLL Animation,False,test
170511,Sumikko Gurashi: Sorairo no Mainichi,Sumikko Gurashi: Sorairo no Mainichi,False,test
170657,Jinyi Shen Jiag,Jinyi Shen Jiag,False,test
170658,Waluolan Xiao Zhen,Waluolan Xiao Zhen,False,test
171403,Fanren Xiu Xian Zhuan: Xinghai Feichi Prologue,Fanren Xiu Xian Zhuan: Xinghai Feichi Prologue,False,test
171601,Sakigake!! Reiwa no Otokojuku,Sakigake!! Reiwa no Otokojuku,False,test
174706,Dan Dao Zhizun,Dan Dao Zhizun,False,test
174708,Tai Yi Jian Xian Zhuan,The Legend of the Taiyi Sword Immortal,False,test
174709,Quan Zhi Ming,The Dog's Tea,False,test
174981,Yi Nian Yongheng: Zhizi Pian,Yi Nian Yongheng: Zhizi Pian,False,test
175152,Sore Ike! Anpanman: Roboly to Pokapoka Present,Sore Ike! Anpanman: Roboly to Pokapoka Present,False,test
175646,Chang'An ,Chang'An ,False,test
176858,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story Mini Anime","Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story Mini Anime",False,test
176864,Xing Qia Meng Shao Nu 1 Hua Yu Bi Ji,Shining Cardsprites,False,test
179873,Monster Strike Anime: Masamune - Shimei no Akaki Yaiba,Monster Strike Anime: Masamune - Shimei no Akaki Yaiba,False,test
183472,Nui Story,Nui Story,False,test
184292,Uri Veranda-eseo Mannayo,Uri Veranda-eseo Mannayo,False,test
185463,Artiswitch: Ruru's Episodes of Memories,Artiswitch: Ruru's Episodes of Memories,False,test
188828,Choeganggyeongchal Mini Teukgongdae,Miniforce Super Cops,False,test
193467,Dinoster: Gongnyongsuhodae ,Quantum Heroes Dinoster,False,test
199478,Gasonshi!!: Esper Shoujo to Ninja no Abiko Monogatari,Gasonshi!!: Esper Shoujo to Ninja no Abiko Monogatari,False,test
199796,Samishii Anata,Samishii Anata,False,test
204544,Heart Cocktail Colorful: Haru-hen,Heart Cocktail Colorful: Haru-hen,False,test
204545,Heart Cocktail Colorful: Natsu-hen,Heart Cocktail Colorful: Natsu-hen,False,test
204547,Heart Cocktail Colorful: Fuyu-hen,Heart Cocktail Colorful: Fuyu-hen,False,test
206146,Zhongguo Jingqi Xiansheng (2023),Zhongguo Jingqi Xiansheng (2023),False,test
206159,Balala Xiao Mo Xian: Xing Yuan Die Qi 2,Balala Xiao Mo Xian: Xing Yuan Die Qi 2,False,test
124118,Denglong Dao,Denglong Dao,False,test
124343,Erlang Shen: Shenhai Jialong,Erlang Shen: Shenhai Jialong,False,test
129770,Yun Zhong Ju San Zi,Yun Zhong Ju San Zi,False,test
131791,Xi Yangyang Yu Hui Tailang Zhi Shouhu,Pleasant Goat and Big Big Wolf: The World Guardians,False,test
137647,Taiping Tianshu: Jiang Hun Juexing,Taiping Tianshu: Jiang Hun Juexing,False,test
137649,Fengyun Bian,Fengyun Bian,False,test
137673,Yuan Zun,Yuan Zun,False,test
137699,Biaozhun Guige Zhanshi,Biaozhun Guige Zhanshi,False,test
137708,Xiao Bing Chuanqi,Xiao Bing Chuanqi,False,test
137802,Baise Shandian,Baise Shandian,False,test
143560,Bajie Zhi Tian Peng Xiajie,Bajie Zhi Tian Peng Xiajie,False,test
149025,Dayu,Dayu,False,test
153471,Juedai Shuang Jiao: Tian Wai You Tian,Juedai Shuang Jiao: Tian Wai You Tian,False,test
153472,Tian Ying,Tian Ying,False,test
155154,Tsuma wo Dousoukai ni Ikasetara,Tsuma wo Dousoukai ni Ikasetara,True,test
155315,Jin Can Wangshi,Jin Can Wangshi,False,test
166411,Jian Xian Zaici 2,Jian Xian Zaici 2,False,test
166414,Tianting Banzhuan Xia,Tianting Banzhuan Xia,False,test
166416,Shen Wu Tianzun,Shen Wu Tianzun,False,test
166454,Jiadao Zhong Er,Jiadao Zhong Er,False,test
166511,Xiongshi Shaonian 2,Xiongshi Shaonian 2,False,test
168081,Quanzhi Fashi Special: Shenmi Weituo,Quanzhi Fashi Special: Shenmi Weituo,False,test
168178,Kaiju Yi Zuo Shan 2,Kaiju Yi Zuo Shan 2,False,test
168240,San Xiu Zhi Wang,San Xiu Zhi Wang,False,test
170297,Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,True,test
170599,Fleur The Animation,Fleur The Animation,True,test
172399,Ojisan de Umeru Ana The Animation,Ojisan de Umeru Ana The Animation,True,test
172976,Shimajirou Miracle-jima no Nanairo Carnation,Shimajirou Miracle-jima no Nanairo Carnation,False,test
174128,Chikomaru,Chikomaru,False,test
174718,Taigu Xing Shen Jue,The Secrets of Star Divine Arts,False,test
174912,Dokonjou Gaeru Yanen,Dokonjou Gaeru Yanen,False,test
174913,Kagaku×Bouken Survival!,Kagaku×Bouken Survival!,False,test
174916,Haramaseya THE ANIMATION,Haramaseya THE ANIMATION,True,test
175033,Ima wa Shourai ni Hairimasu ka.,Ima wa Shourai ni Hairimasu ka.,False,test
175034,Dubu Wangu 2nd Season,Dubu Wangu 2nd Season,False,test
175052,Aishang Ta de Liyou Extra,Aishang Ta de Liyou Extra,False,test
175248,Shuumatsu Hospital,Shuumatsu Hospital,True,test
175473,Duel Masters LOST:  Tsuioku no Suishou,Duel Masters LOST:  Tsuioku no Suishou,False,test
176328,Sefure no Senpai THE ANIMATION,Sefure no Senpai THE ANIMATION,True,test
176395,Yarakashi,Yarakashi,True,test
176396,Gobaku: Moe Mama Tsurezure,Gobaku: Moe Mama Tsurezure,True,test
176489,Natsu ga Owaru made: Natsu no Owari The Animation,Natsu ga Owaru made: Natsu no Owari The Animation,True,test
176634,Duel Masters Special Movie: DO-KA,Duel Masters Special Movie: DO-KA,False,test
177148,Ikimono-san: Hitsuji no Kai,Ikimono-san: Hitsuji no Kai,False,test
177177,Arknights: 2024 Tebie Jinian Donghua,Arknights: 2024 Tebie Jinian Donghua,False,test
177376,Tsuma Netori Rei: Boku no Ayamachi Kanojo no Sentaku,Tsuma Netori Rei: Boku no Ayamachi Kanojo no Sentaku,True,test
177439,Harutsugeuo to Fuuraibou,Harutsugeuo to Fuuraibou,False,test
177464,Granblue Fantasy: 10th Anniversary Movie,Granblue Fantasy: 10th Anniversary Movie,False,test
177494,Yong Sheng 3,Yong Sheng 3,False,test
177798,Nyaaaanvy,Nyaaaanvy,False,test
178351,Yao Shen Ji 8,Yao Shen Ji 8,False,test
179839,Feng Ling Yu Xiu 2nd Season: Tebie Pian,Feng Ling Yu Xiu 2nd Season: Tebie Pian,False,test
179844,Yong Sheng 4,Yong Sheng 4,False,test
180064,ICHINAN ,Undertaker,False,test
180533,Bishoku-ka no Rule,Bishoku-ka no Rule,True,test
180947,Transformers 40th Shuunen Kinen Special Movie,Transformers 40th Anniversary Special Movie,False,test
181179,Sarangui Heartsping,Sarangui Heartsping,False,test
181833,Bai Lian Feisheng Lu 2nd Season,Bai Lian Feisheng Lu 2nd Season,False,test
182094,Onii-san... Ohitori desu ka?,Onii-san... Ohitori desu ka?,True,test
182555,Wo De San Ti 4th Season,Wo De San Ti 4th Season,False,test
182563,Wanmei Shijie Movie: Huo Zhi Huijin,Wanmei Shijie Movie: Huo Zhi Huijin,False,test
182772,Pochars,Pochars,False,test
183157,Xianwu Zhuan 3,Xianwu Zhuan 3,False,test
183158,Yishi Du Zun 2nd Season,Yishi Du Zun 2nd Season,False,test
184099,Agent Blue,Agent Blue,False,test
184288,Kazuhiho to Marie no Youkoso Kitchen.,Kazuhiho to Marie no Youkoso Kitchen.,False,test
185117,Luo Fanchen,Into The Mortal World,False,test
185281,Gomu wo Tsukete to Iimashita yo ne...,Gomu wo Tsukete to Iimashita yo ne...,True,test
185538,Dokodemo Makibao,Dokodemo Makibao,False,test
185539,Alps no Roujin Heidi no Ojii-san,Alps no Roujin Heidi no Ojii-san,False,test
185720,Wan Jie Du Zun 3,Wan Jie Du Zun 3,False,test
185726,Quanzhi Gaoshou: Rongyao Xiao Juchang,Quanzhi Gaoshou: Rongyao Xiao Juchang,False,test
185728,Tudi Ge Ge Shi Da Lao,Tudi Ge Ge Shi Da Lao,False,test
185794,Shendao Dizun,Shendao Dizun,False,test
185796,Xian Ji Xun Zong,Xian Ji Xun Zong,False,test
185860,Renjian Zui Deyi 2,Renjian Zui Deyi 2,False,test
186756,"Hajime Mashita, Yamaneko Iin","Hajime Mashita, Yamaneko Iin",False,test
186758,Wanjie Zhuzai,Lord of Wonderlands,False,test
187121,Ai no Yakusoku,The Boy and the Witch,False,test
187833,Jiaonang Jihua Yingxiong,Jiaonang Jihua Yingxiong,False,test
193469,Shushan Qi Xian Lu Part 2,Shushan Qi Xian Lu Part 2,False,test
195890,Guangying Tian Yan Zhan Jia,Guangying Tian Yan Zhan Jia,False,test
199412,Fuji Lieren,Fuji Lieren,False,test
199795,Enjou Bokumetsu! Mahou Shoujo Aiko,Enjou Bokumetsu! Mahou Shoujo Aiko,False,test
202422,Monster Strike Elle: Daten no Kakusei,Monster Strike Elle: Daten no Kakusei,False,test
124117,Huangshen Lu Zhi Linglong Shan,The Ruins of Kunlun Linglong,False,test
137681,Xi Xing Ji: Da Yuan Hun,Xi Xing Ji: Da Yuan Hun,False,test
137716,"Zaixia ""Yingtai""","Zaixia ""Yingtai""",False,test
153467,Xian Jian Qi Xia Zhuan 3,Xian Jian Qi Xia Zhuan 3,False,test
166415,Fengwu Yao Chu,Fengwu Yao Chu,False,test
166417,Da Tang Chengfeng Lu,Da Tang Chengfeng Lu,False,test
183602,Kanojo Face THE ANIMATION,Kanojo Face THE ANIMATION,True,test
184824,Yuusha-chan no Bouken wa Owatte Shimatta!,Yuusha-chan no Bouken wa Owatte Shimatta!,True,test
185121,Xian Ni Movie: Shenlin Zhi Zhan,Renegade Immortal: Battle of Gods,False,test
185166,"Akogare no Onna Joushi ga, Aibeya Shucchou no Tonari no Bed de Zetsurin Otoko ni Netorarete Iru","Akogare no Onna Joushi ga, Aibeya Shucchou no Tonari no Bed de Zetsurin Otoko ni Netorarete Iru",True,test
185537,Crayon Shin-chan: Chou Karei! Shakunetsu no Kasukabe Dancers,Crayon Shin-chan: Chou Karei! Shakunetsu no Kasukabe Dancers,False,test
185779,Hametsu no Yuuwaku,Hametsu no Yuuwaku,True,test
185898,Galaxy Apartment★Cosmo Hills,Galaxy Apartment★Cosmo Hills,False,test
185900,Hoshi no Kodomo to Hajimari no Ki,Hoshi no Kodomo to Hajimari no Ki,False,test
186308,Amai Ijiwaru,Amai Ijiwaru,True,test
186935,Dragon Heart: Reikai Tanbouki,Dragon Heart: Reikai Tanbouki,False,test
187380,"ONE PIECE: Original Episode/Luffy, Law","ONE PIECE: Original Episode/Luffy, Law",False,test
187596,AnimeCanvas Concept Movie,AnimeCanvas Concept Movie,False,test
188131,Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,False,test
188830,Choeganggongnyong Mini Teukgongdae,Miniforce: Dinoid,False,test
188884,Sumikko Gurashi: Koko ga Ochitsukun Desu,Sumikko Gurashi: Koko ga Ochitsukun Desu,False,test
189576,The Star Seekers Hoshi wo Ou Shounen-tachi,The Star Seekers Hoshi wo Ou Shounen-tachi,False,test
191976,Cang Lan Jue 2,Cang Lan Jue 2,False,test
193238,Gakkou de wa Oshiete Kurenai Taisetsu na Koto,Gakkou de wa Oshiete Kurenai Taisetsu na Koto,False,test
193347,Shachiku Cinderella,Shachiku Cinderella,True,test
194033,Dotori Munhwasenteo,Dotori Munhwasenteo,False,test
194712,Nukitashi THE ANIMATION OVAs,Nukitashi THE ANIMATION OVAs,True,test
195034,Korette Naani?,Korette Naani?,True,test
195885,Shixiong A Shixiong Nian Fan 2,Shixiong A Shixiong Nian Fan 2,False,test
195887,Zhege Nianji Huan Neng Dang Daxia Ma 2nd Season,Zhege Nianji Huan Neng Dang Daxia Ma 2nd Season,False,test
196115,Golden Kamuy: Sapporo Beer Koujou-hen,Golden Kamuy: Sapporo Beer Koujou-hen,False,test
196547,H na Gishi Series The Animation,H na Gishi Series The Animation,True,test
198046,Do S na Pet,Do S na Pet,True,test
198408,Chikyuu no Latair,Chikyuu no Latair,False,test
198704,Wangu Jian Di,Wangu Jian Di,False,test
198748,Tianming Dashenhuang,Tianming Dashenhuang,False,test
198921,Sylvanian Families: Freya no Wonder Days,Sylvanian Families: Freya no Wonder Days,False,test
199162,Cool de M,Cool de M,True,test
199439,Jian Wang 3: Shen Jianxin de 365 Tian,The Man From Dao Xiang Cun,False,test
201151,THE LENTICULARS,THE LENTICULARS,False,test
201974,Kegareboshi Ao,Kegareboshi Ao,True,test
201975,Kegareboshi Aka,Kegareboshi Aka,True,test
206154,Qiyun Dantian: Kaiju Qiandao Zhizun Dantian,Qiyun Dantian: Kaiju Qiandao Zhizun Dantian,False,test
