id,title_romaji,description,description_source
139811,Zhen Dao Ge Specials,"The story rewinds thirteen years, recounting the massacre of the entire He family, except for the young He Fangzhi, at a mutton soup restaurant in the Gobi Desert. Those involved in the massacre are familiar faces He Fangzhi encounters thirteen years later seeking revenge: Luo Tong, Hong Niang, the Unjust Monk, Long Shun, and Uncle Jian. This nighttime killing exposes the hidden beliefs and personal motives of each member of the murder squad, culminating in Uncle Jian's agonizing choice between ""family and country"" and ""loyalty and duty""... In this carnage, will they truly achieve their goals? Is Uncle Jian's choice worthwhile...?

(Source: Tencent, translated)",jikan_mal
140101,Benghuai 3: Qian Qishilu,"Familiar tunes resonate in our dreamland.
Dance! A myriad of musical notes converge to become spectacular fireflies that illuminate our collective memories.

(Source: Official Honkai Impact 3rd YouTube channel)",jikan_mal
140252,Hongse Jiangshan: Huangma Fenghuo,,not_found
140363,Shinya Haikai,Animated music video for the song Shinya Haikai by Shannon feat. GUMI.,jikan_mal
140377,Cogimyun 2nd,"The series centers on the flour dough spirit Cogimyun, who actually really wants to be an onigiri. She takes care of her grandfather's apartment complex due to her grandfather being away. The denizens of the apartment are all ""Kogimuko,"" which are all food that center on flour dough. 

(Source: ANN)",jikan_mal
140645,Fanren Xiu Xian Zhuan: Modao Zhengfeng,"A poor and ordinary boy from a village joins a minor sect in Jiang Hu and becomes an Unofficial Disciple by chance. How will Han Li, a commoner by birth, establish a foothold for himself in in his sect? With his mediocre aptitude, he must successfully traverse the treacherous path of cultivation and avoid the notice of those who may do him harm. This is a story of an ordinary mortal who, against all odds, clashes with devilish demons and ancient celestials in order to find his own path towards immortality.

(Source: Wuxia World)",jikan_mal
140788,Taimanin Shiranui: Inyoku no Dorei Shoufu,"This series tells about Shiranui, the mother of Mizuki Yukikaze, who went on a mission and disappeared, since then nothing has been known about her for five years. Time passed, and her daughter Yukikaze, together with Rinko and her brother, came to the solution of the possible location of Shiranui. In the new episode, we will see how she was captured, raped and sexually trained to become a first-class whore.  

(Source: ZIZ)",jikan_mal
141309,Zhu Dick: Lan Hai Qi Yuan,Final season of Zhu Xian.,jikan_mal
142178,Jian Yu Chuanqi,"In the ancient sword domain continent, there are ten Excalibur and five families. One of the five families, Lu Yang, a descendant of the Lu family, in a crisis to escape from the pursuit of the moment of awakening the sacred sword ""Peach God sword"", to avoid the pursuit. He kept a low profile, practiced hard, avenged his mother, explored the truth, in the various big clans between the forces of the struggle mediation, and finally dominate the world! Ten swords, ask the sword domain continent. ""The Legend Of Sword Domain""

(Source: Narul Donghua)",jikan_mal
142458,SOS! Chao Wei Zhichang Ren,,not_found
142716,Wan Yu Feng Shen,"Yun Fei Xue's father, Yun Tiangang, and his brother, Yun Fei Shan, were tragically assassinated eight years ago during a mission to escort a dragon vein. Only the young Yun Feixue is left in the Yun family’s bloodline, and Yun Feixue is also mysterious. Parasitized by power, that power unexpectedly merged with Yun Feixue, and transformed into a phantom exactly like him. The phantom was parasitized in Yun Feixue's consciousness, and he was always ready to accumulate power and devour his soul. Yun Feixue, who had just suppressed the phantom in his body, received the sad news of his father and brother's tragic death. He was idle in the dark, but behind his back he gathered an organization called ""Shadow"" to secretly investigate the mystery of the year.

(Source: Narul Donghua)",jikan_mal
146347,Dou Hun Wei Zhi Xuan Yue Qi Yuan 5,Fifth season of Dou Hun Wei Zhi Xuan Yue Qiyuan.,jikan_mal
149040,Ooya-san to Boku 3,The third season of Ooya-san to Boku.,jikan_mal
154974,Argonavis Movie: Ryuusei no Obligato,Compilation of Argonavis from BanG Dream! with new cuts.,jikan_mal
155201,Shouhu Lian Meng ROY6: Baobao Senlin De Maoxian,,not_found
157074,Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,Short anime included in Blu-ray release of Etotama: Nyankyaku Banrai.,jikan_mal
180850,Ankoku Kazoku Warabi-san,"The dark comedy follows Mrs. Warabi's family, who are unable to suppress their desires and tend to repeat the same mistakes in their lives.

(Source: ANN)",jikan_mal
181468,"Kumo no Ue wa Itsumo, Hare",,not_found
188077,Luna-ui Mabeobdogam,,not_found
188825,Mini Teukgongdae Super Gongnyong Power: Super Dino 7,"Cute yet mighty! Mini animal rangers transform into super power Force-Bot to save endangered friends!

In the ruthless world of animals, big strong animals dominate and feed on the small and weak. To buck this natural system, small animals form a secret organization ""MINIFORCE."" Rigidly selected mutants with special powers: Volt, Sammy, Lucy and Max become top secret rangers to save their small village Bluebell from the hand of human villain Nein and his underling lizard Pascal.

Animals in danger? No problem! When Force-Gem alerts, it's time to get suit on! With Mini Force and their transforming mechanics, it’s time to sweep! 

(Source: Samg Animation)",jikan_mal
188826,Mini Teukgongdae Animaltron,,not_found
126400,Qian Cong Shou,"Qian Cong, a young man from the country of ""Hua"", is a Squib with a mark but unable to use speech. Even so, he dreams of becoming the strongest speech master and enters the Academy City to study, thus beginning his immortal life.

(Source: Bilibili, translated)",jikan_mal
133661,Zhen Dao Ge: Chenshi Xing,"It revolves around the treacherous struggles between various martial arts sects in Linqing, Shandong. The protagonist, Luo Tong, the young master of the Canal Gang, becomes embroiled in a conspiracy against the gang. Facing the impending annihilation of the gang and the pursuit of numerous other martial arts sects, Luo Tong, with the help of his childhood sweetheart Hong Niang, the master craftsman Jiang Yuan, and the impetuous hero Long Shun, gradually approaches the truth. Each character holds onto their own beliefs and convictions, leading to a series of exhilarating and thrilling battles…

(Source: Tencent, translated)",jikan_mal
133786,Jing Cui Xian Zun,"At the beginning of chaos, the world was divided into three realms: the realm of deities, the realm of men, and the realm of demons. The realm of deities sent a spirit seed down into the world to help the common people. But the spirit seed continuously absorbed the evil of the world and cruelly harmed living things. In the end, Sen Luo, the king of the deities, sacrificed himself and sealed it. However, because of it, the Shangqing Xianmen, where the realm of deities is located, gradually waned and was lost in history. A thousand years later, the ruins of Shangqing Xianmen started to appear in succession. All major sects fought their hardest for possession of the treasures in the ruins.

(Source: Narul Donghua)",jikan_mal
139170,Qi Jie Diyi Xian,"Because of a sudden kindness, Liang Xi has ten thousand years of true power, and joins Tianlingmen to embark on the official path of self-cultivation. Turning your hands into clouds and covering your hands into rain, while talking and laughing, the powerful enemies are wiped out. My wish is very simple. It is nothing more than planting flowers and raising grass, and making bubble girls and refining treasures. Covering the world with one hand, very good and powerful. Liang Xi looked at the sentient beings in the seven realms crawling under her feet, and emphasized that I am a man with a strong sense of chastity.

(Source: Donghua Sub Studio)",jikan_mal
139669,Xi Yangyang Yu Hui Tailang: Kuang Chu Weilai,"The basketball team composed of Xi Yang Yang and Hui Tai Lang failed in the final, but they didn't give up and prepared to participate in the new competition. 

(Source: IMDb)",jikan_mal
140955,Shi Wang Zhe A?,"This season's story takes place at the foot of the Great Wall on the frontier of the King's Continent. To safeguard peace at the border, every character who appears has left their homeland and traveled thousands of miles to this place. Although they are all ""strangers"" on this unfamiliar land, their shared belief gives them a common name—the Great Wall Guards.

(Source: Tencent, translated)",jikan_mal
142116,Garden: Takamine-ke no Nirinka The Animation,"The Servamps and their pact-bound ""Eves"" are finally getting back to their normal lives as they recover from their injuries from the previous battles. However, when it starts snowing in the middle of summer, one of the Eves, Mahiru Shirota, suspects vampiric interference. Concerned by the strange phenomenon, he sets out to gather the group once more to try and solve the mystery; however, they suddenly lose contact with Misono Arisuin, the Eve of the Servamp of Lust.

Servamp Movie: Alice in the Garden delves into the untold past of Misono and his brother Mikuni Arisuin, as well as the many mysteries of the grand Arisuin Mansion.

[Written by MAL Rewrite]",jikan_mal
142216,Garugaku. II: Lucky Stars,"Sequel of Gal-gaku.: Hijiri Girls Square Gakuin, featuring Lucky2 as the cast.",jikan_mal
142553,Women De Dong Ao,,not_found
143065,Yamitsuki Mura / Melty Limit The Animation,"A reporter travels to a village where there are rumors about supernatural things happening... But, will he be the next victim?",jikan_mal
143483,Mao Xian Dong De Shou,"Nicknamed Xiao Wan, having social anxiety for twenty years, has been stammering in public but is witty and eloquent in private. She desperately wants to develop ""social butterfly syndrome"" but fails, ultimately choosing to stay home. Fortunately, she has six unique cats: a Maine Coon, a Ragdoll, a Siamese, a fat orange Tabby, a hairless Garfield, and others. They are companions, understanding, playful rivals, and deeply inseparable. Though Xiao Wan has few friends, her heart is not lonely. (In other words, she doesn't want to go out; she just wants to stay home all day cuddling with her cats!)

(Source: Douban, translated)",jikan_mal
143620,Xiao Hu Dun Da Yingxiong,,not_found
144852,Aka-chan Honbuchou 2nd Season,The second season of Akachan Honbuchou.,jikan_mal
145814,Yong Mei,"Star is born to run over the heads of the fainting people. When he witnesses a ""premeditated"" fainting event, he decides to set up an agency. Together with his close friend Dazhi, they'll help the people who want to know the truth and explore the meaning of existence.

(Source: bilibili, translated)",jikan_mal
145823,Xian Yu Ge Specials,,not_found
146554,Jifeng Jingshe,,not_found
146887,Nanako Zhichang Da Zuozhan,,not_found
149346,Gon De Hanta: Tata Turan Xiangdao 2,,not_found
151779,Xiong Chumo: Chongfan Diqiu,"Bramble has always dreamed of becoming a great hero in order to gain recognition from everyone, especially his older brother, Briar. A piece of the alien nucleus that fell from the sky broke the peace of Pine Tree Mountain, but unexpectedly, Bramble merged with the alien nucleus and became a bear with alien wisdom and energy. However, this also brought about the pursuit of ""alien"" Abu who wanted to reclaim the nucleus.

(Source. Wikipedia)",jikan_mal
170013,Penetrate Blue: Vapor Trail Another Age 2824,,not_found
184374,Jin Shancheng Cai Qiu Hua Hui Yi Shi: 2022 Bainian Ji Dan Pin,"In an alternate history, following World War II, civil unrest and terrorism run rampant in a devastated Japan under foreign occupation. During a botched interception of underground munitions being transferred by a terrorist organization, Constable Kazuki Fuse, a soldier in an elite counter-terrorism unit, witnesses the true terror of human nature. He fails to prevent a teenage girl from carrying out a desperate suicide bombing that subsequently causes immense destruction to Tokyo. With mental scars and his competence under question, Fuse is sent back to the military academy for re-evaluation. Unbeknownst to him, he will soon be caught up in a web of government conspiracies that have the power to determine the future of all of Japan.

As Fuse treads the fine line between human and beast, he ultimately discovers to which side he truly belongs.

[Written by MAL Rewrite]",jikan_mal
122522,Huanmeng Shan Hai Yao,"A girl named Chu Yao was pulled into the mythical world of mountains and seas by an inexplicable force. There are endless magnificent territories and countless magical beings, but also unpredictable dangers and ruthless divine law. Who is it that pulled her into this world, and what will be her fate here? Is it to fight against the whole world and become a legend; or to integrate into this world and make the world of mountains and seas a legend...

(Source: v.qq.com)",jikan_mal
122531,Hun Hou Richang,,not_found
126369,Ni Zhenshi Ge Tiancai,"One day a letter takes a blood-sausage to his friend, liver-sausage. So, he went...

(Source: Geidai Animation)",jikan_mal
126394,Hei Men,"A seemingly ordinary bus accident has caused many forces to be involved. Just as everyone scrambled to investigate the truth, a series of surprises broke out. The crisis hidden behind the unsolved case is far beyond everyone's imagination... While human beings are exploring their own limits, they do not realize that they are once again standing at the crossroads of evolution, and a magnificent era has begun.

(Source: bilibili)",jikan_mal
126402,Shanghai Gushi,"The story revolves around an ordinary Shanghai family. Feifei Han, who has devoted herself to the advertising industry, encountered a career crisis in her first year. At the same time, her parents are increasingly pressuring her to get married. Under the double attack, Feifei's life fell into a mess. Whenever Feifei fell into confusion, his father Dongliang Han would show up to encourage his daughter. In the intertwined memories, Feifei realizes the love and teachings from her father Dongliang. In the end, with the encouragement of family and friends, Feifei gets rid of her confusion and continues on with new vigor.

(Source: bilibili, translated)",jikan_mal
126439,Shan Hai Juelun,"The emperor of the Central Plains has been missing for several months. Li Mao, a general of the Imperial Guard, and Wei Xian, a court advisor, are secretly dispatched by the Empress Dowager to search for the emperor. Along the way, they encounter Zong Sheng, a martial arts prodigy who turns into a child when he cries; Fan Tian, ​​a teenager with partial amnesia; and Gong Liangzhen, a kind and resilient young Taoist nun suffering from a leg ailment. Their initial encounter is fraught with conflict, yet each harbors their own agenda. The source of all this chaos seems to point to a legendary, mysterious immortal mountain and the secret of eternal life…

(Source: Bilibili, translated)",jikan_mal
129250,Shen Ji Long Wei,"Shen Lang traveled from the human world to the original world, embarked on a journey to find his partner, and got involved in the battle between the righteous and evil sects in the wild continent. Let Penglai Mountain come to life, and defeat the heroes when hunting for treasures in Penglai Mountain, and become the real first monk of the young generation in the Yuanhe Sea Area.

(Source: Youku, Translated)",jikan_mal
129251,Shen Mu,"A boy resurrected from the Cemetery of Gods and Demons searches for the truth behind the fall of gods and demons ten thousand years ago in a new continent formed by the collision of East and West. He also seeks the truth about his lover Yu Xin, the whereabouts of his parents, and the reason for his resurrection. All the causes and grievances revolve around the protagonist, ultimately leading to a story of the vast Six Paths and the chessboard of heaven and earth.

(Source: Baidu Baike, translated)",jikan_mal
129652,Xiong Bing Lian 3: Leiting Wan Jun,"The plot continues from the previous season, telling the story of the alliance between Earth and the Angel faction to fight against alien evil forces.

(Source: Bangumi, translated)",jikan_mal
133866,Xun Jian,"The world says I am incompetent, but who knows that I am actually the greatest swordsman in the world? What does it matter to me if I am a son-in-law, let's see my sword sweep the world and break the sky!",jikan_mal
134102,Shi Shaoxia Ganjue Hao Gudan,"Shi Zhou Wu is the older brother of the Ren Tian Faction. He has dedicated himself to martial arts and has been oblivious to worldly affairs since he was a child. He is serious, does not smile and is often feared by the people around him. Once, at a martial arts conference, he was surrounded by too many knightly couples, this seriously stimulated his spirit, causing a feeling of invincible loneliness to haunt him. Therefore, he decided to find his own happy and predestined marriage...",jikan_mal
136459,Boku wa Chiisana Succubus no Shimobe,"In the spring of 2020, Yugo's Grandmother travels from the countryside to finally spend some quality time with Yugo.
The two see a ""comedy show"" in the park together and later that night, Yugo has a good time telling his family about his day out.
However, the next day Covid-19 restrictions are put in place in town and Yugo is stuck at home.
Then, he learns that his grandmother is not feeling well. At first, Yugo patiently waits at home for things to return to normal, but eventually he gets bored and silently slips out of the house…",jikan_mal
137602,Chong Chu Diqiu,"When the earth becomes a secret room, can you escape from it? 

In the future world where the universe is highly civilized and interstellar navigation is free, a meteor shower destroyed half of the earth. In the name of protecting the earth, the high-level force Galaxy Eye launched the ""Sky Wall Project"". Unexpectedly, once the sky wall rises, it can never be opened again. And this is just the tip of the iceberg, and a bigger disaster is still brewing. The young Mai Dang firmly believes that no matter how terrible the predicament is, there is hope only if you rush out!

(Source: Youtube, translated)",jikan_mal
137642,Juedai Shuang Jiao,"It was a story about tangle fates of a pair of twin brothers. 17 years ago, the richest man in the world Jiang Feng and his expectant wife were chased by the Twelve Astrology, before his wife’s death, she gave birth to a pair of twin bothers. One boy with scars in his face was brought to the Villains' Valley, the other boy was brought to the forbidden area in the Martial arts World, Palace Yihua. 

After many years, the young man with scars in his face Jiang Xiaoyu was brought up by five evils in the Villains' Valley and wanted to be the first villain in the world. Hua Wuque did good deeds and destroyed evil in the spirit of defending traditional moral principles. The twin brothers were widely different and their connecting fates in the Martial arts World were continuing...

(Source: WeTV)",jikan_mal
137643,Jiandao Di Yi Xian,"In his previous life, the protagonist Su Yi was the respected XuanJun Sword Master in Dahuang. In order to pursue supreme swordsmanship, he chose to reincarnate and retrain. After reincarnation, Su Yi's new identity is the servant of the Su family in zhou Yujing's kingdom. But, he bravely ran away from home at the age of fourteen and went to Qinghe Sword House to practice. Never thought that three years later, when Su Yi would become the core disciple of Qinghe Sword House, he suddenly lost his cultivation level overnight and became a paralyzed person, thus becoming an abandoned disciple of Qinghe Sword House. Su Yi, who fell into a slump, was forced to accept the Su family's power arrangement and became the son-in-law of the Wen family, one of the three major clans in the remote town. His wife, Wen Lingzhao, is the most beautiful woman in Guangling City. She rejected this marriage in her heart, never admitted that Su Yi was her husband, and desperately wanted to dissolve the marriage. As for Su Yi, one year after he became a son-in-law, he evoked memories of his past life, and finally realized that in his past life, he was the famous Xuanjun Sword Master. in Dahuang Jiuzhou! Su Yi embarked on the road to rise. Like his wife Wen Lingzhao, he also wanted to dissolve the marriage. Moreover, in order to know the truth of his mother's death, he began to fight with the power of the Su family. When these grievances are resolved, Su Yi will return to Dahuang Jiuzhou to find the disciples who betrayed him one by one and end his grievances.‎

(Source: v.qq.com)",jikan_mal
137677,Libashanhe Xi Zitang,"The story tells that Prince Tang, the son of the East, was born at an untimely time, and the country was ruined. With his wet nurse living in a border town, the wet nurse has been raising the prince quietly, and hoped that he could take up the task of restoring the country in the future. The name of family and country feelings: Xizitang. In the blink of an eye, Xizitang was eight years old, and was sent to Chuiyun Mountain by his wet nurse to practice. 

After practicing for ten years, I finally broke through the martial world and stepped into the fairyland with the hammer of the god of martial arts left by my ancestors, and with the momentum of a newborn calf that is not afraid of tigers, I vowed to hang the Eight Immortals and smash the Penglai Liberation Four. The continent is at peace. There are immortal cultivators all over the four continents, and Xi Zitang is just a younger brother. Under the identification of the town's immortal list, he received the certificate of Fanxian's inferior, but in today's Datang, even the job requirements for food delivery are Fanxian. Wait, how can this be good? After accumulating buffs for ten years, how will Xi Zitang, who has just entered the arena, set off a bloody storm in the arena?

(Source: Tencent Video, translated)",jikan_mal
137679,Mo You Ji,"The story takes place on the fantastical continent of Kyushu, where two races exist: the Extraordinary and the Ordinary. The Extraordinary are born with the ability to control spiritual power, from conjuring weapons to summoning wind and rain. The Ordinary, on the other hand, rely on ingenuity to contend with the Extraordinary. The two races have fought for generations, having just achieved a fragile peace. 

Then, the ancient treasure ""Heart of Pangu"" appears, said to grant supreme power, reigniting the conflict. By chance, this ancient treasure is swallowed by a young boy named Jiang Liuer. From then on, he becomes the target of both sides. At the critical moment, he is rescued by bounty hunters Tian Zhu Yan, Lie, and Yan Liusha and taken to the master of the Heavenly Capital City. The master tells them that to retrieve the ""Heart of Pangu,"" they must travel thousands of miles to the Lotus Temple and find the former leader of the Extraordinary, Shakyamuni. In order to save his life, Jiang Liu had no choice but to invite the three bounty hunters to join him on his journey. Thus began the adventure for the four of them, mission to save the world, and treasure hunt.

(Source: Tencent, translated)",jikan_mal
137698,Kaiju Yi Zuo Shan,"He starts with a mountain stronghold and two members (a strategist and a groom), determined to build the strongest stronghold. He transmigrates to a chaotic world, owning a stronghold on the verge of collapse. Faced with this bloody and chaotic world, will he rob money, food, and women to become a carefree mountain king, or will he spill his blood, clash with the heroes of the world, and fight for a name that will resonate throughout history, asking: Are kings and generals born with a special destiny?

(Source: Tencent, translated)",jikan_mal
138611,Xi Xing Ji: Qiong Qi Didong,,not_found
141873,Xing Yuan Zhi Zhu,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki's worries, as he obsesses over intricate setups created using an assortment of items, from an elaborate domino course on his desk to a treacherous war played out with shogi pieces. Yokoi desperately attempts to focus in class, only to be repeatedly sucked into his intriguing eccentricities; however, they always seem to end up with her getting in trouble with their teacher. Fortunately, lessons will never be dull with Seki's antics around!

[Written by MAL Rewrite]",jikan_mal
142549,Crayon Shin-chan: Mononoke Ninja Chinpuuden,,not_found
144996,Harem Cult side HAREM,,not_found
145069,Raikou Shinki Igis Magia: PANDRA saga 3rd ignition - The Animation,,not_found
145916,IDOL bu SHOW Movie,"The concept behind the project is a ""battle royale"" between three idol units, each one led by a Sengoku-era commander who has been reincarnated as a music producer. The winner of the battle royale will be determined by sales numbers and voting at each live performance. The group that wins will hold a grand live performance to adopt the name of ""the greatest under the heavens.""

(Source: ANN)",jikan_mal
146583,Wo Shi Nezha 2: Danao Dong Hai,,not_found
146648,Tuanzimen De Shiming,"These little Budding Pops don't know why they are here, but they are happy to have the star fruit and to be fed together every day. Until one day, a special little one awakens in this star land. Tired of the daily deception and battle of wits with others, he wants to find companions who are like him and can love each other! However, change always comes more suddenly than expected...

(Source: Official YouTube Channel)",jikan_mal
146741,Pandemic,,not_found
146886,Jian Yu Yuanzheng - Insomnia De Naxie Shier,"The story of the heroes' strange and interesting happenings on the continent of Isomia. The heroes here are wacky and out of place! The adventures here are quirky and new, not marginal, and life here is not boring! Follow the brave and courageous heroes as they embark on a journey through the land of Isomia.",jikan_mal
147212,Wo Kao Chongzhi Dang Wudi,"The earth's energy was depleted, Lin Yi changed his destiny and participated in the ""Lingshen Continent"" game closed beta, but he lost his memory due to a system failure and was trapped in the game. Plug-in, inexplicably embarked on the cultivation path, the only fly in the ointment is that this system is a bit of a waste of spirits. Cultivation progress is too slow? The exercises are not powerful enough? Weapons too weak? Simple, as long as there are enough spirit stones, any problem can be solved! In this way, relying on the blessing of the sky-defying system, Lin Yi crushed the whole way like a broken bamboo, several times in danger, rescued the mysterious girl Mo Baixue, broke through the army formation of armored soldiers, and defeated the huge boss who condensed the cold jade - guard the tomb. Beast, pass the test of demons... This continent seems peaceful, but in fact it is full of dangers. Lin Yigeng met Zhou Buzheng, who wanted to be his younger brother in danger, and Ji Yunyu, the ice cube-faced who didn't know each other. The mysterious old man Shangguan Hong, who only served roast chicken, has a long way to go. When Lin Yi relies on the system to be invincible, he is kidnapped by the beautiful royal sister Wu Tian and goes deep into the underground tomb to explore...

(Source: v.qq.com)",jikan_mal
147929,Kisaku Reiwa Ban,,not_found
148147,Haji+,Unaired episode included with the third Blu-ray and DVD volume.,jikan_mal
148334,Xian Mu,"One hundred thousand years ago, the immortal world was in a melee, the gods fell, and a hidden mystery ""Book of Life and Death"" fell into the world. Young archaeologist Lu Yun accidentally broke into a burial chamber that could not be identified at all during a scientific expedition. So far, his peaceful life was broken, and he began a thrilling journey of searching for various mysteries. Lu Yun, who was dragged into the Immortal Realm by the Book of Heaven, was in charge of Xuanzhou City as Langxie Tian Xuanzhou Prefecture Shepherd. As soon as he arrived in the Immortal Realm, he encountered the first problem. Lu Yun's term of office was approaching, and the major families in Xuanzhou held the position of the prefectural shepherd. Eyeing tigers, in order to continue to serve, Lu Yun, who could not cultivate, sneaked into the Xuanchi Mountain tomb with his female envoy to find the Jiuqiao Jindan that could change his physique. In order to avoid the enemy's plot, Lu Yun and the female envoy sneaked into the depths of the tomb. The two were chased by the thousand-year-old corpse monster, swarms of corpse flies, and the strange Shi Ling queen accidentally hid in a woman's boudoir full of dark fragrance. With the power of the Book of Life and Death in his body, who knew that the woman on the portrait was Dan Xian Yuying of the last Xuanzhou prefectural shepherd, and the first messenger of reincarnation recorded in the Book of Heaven. With Danxian's recuperation, Lu Yun successfully changed his physique, and temporarily kept his identity through negotiation with Emperor Langxie, thinking that the matter would come to an end. Every night in his dreams, Lu Yun can always see some fragments that do not belong to his own memory. 

Once he entered Lu Yun's room, he saw the heavenly book in the sleeping Lu Yun's body vibrating wildly, accompanied by the strange scene of nine dragons carrying coffins around him. In order to solve the mystery of the Book of Heaven, Lu Yun went to Xuanshui City, which is adjacent to Xuanhe River, to find out the truth according to the book. The young child hid in the dark room, and the swaddled baby was put into a wooden box covered with thick cotton. To save the child, Lu Yun had to dive into Xuanhe to find out. The devastated Xuanhe Water Palace has long been occupied by the Gandalf monsters hidden in the darkness. Lu Yun and others have not yet escaped from the shocking monster group, and they are attacked by the demonized Xuanhe River God. In order to save their companion Qinghan, Using the Floating Life Map as a weapon, Lu Yun forced out the power of manipulating the Book of Life and Death in his body to conquer the River God, and obtained a new skill. So far, Lu Yun has conquered the fourth messenger of reincarnation, and each messenger of reincarnation represents It is the strongest in different aspects such as Talisman Dao, Martial Dao, Formation, and Refining. Lu Yun is approaching the truth of the scripture step by step, even if he is an enemy of heaven and earth, and the world is in the company of the world. At this time, the curse king sitting on the Jiuzhongtian looked at Lu Yun and smiled: ""Hmph, the ants who are beyond their own power...""

(Source: Tencent Video, translated)",jikan_mal
149071,Fanren Xiu Xian Zhuan: Zai Bie Tiannan,"A poor and ordinary boy from a village joins a minor sect in Jiang Hu and becomes an Unofficial Disciple by chance. How will Han Li, a commoner by birth, establish a foothold for himself in in his sect? With his mediocre aptitude, he must successfully traverse the treacherous path of cultivation and avoid the notice of those who may do him harm. This is a story of an ordinary mortal who, against all odds, clashes with devilish demons and ancient celestials in order to find his own path towards immortality.

(Source: Wuxia World)",jikan_mal
149095,Jidao Long Shen,"Legend has it that the Dragon God is sitting in the realm of the gods, and if he is the inheritor of the gods, he will become the new ruler of China. The various sects and gangs are gradually fighting over the inheritance of the Dragon God. The protagonist, Chu Qianye, was regarded as the son of a sinner because of his father's loss of the treasure of the sect. A subtle connection was made.

(Source: Youku, translated)",jikan_mal
149098,Mahoutsukai Reimeiki × Machikado Mazoku 2-Choume Collab Mini Anime,"Although he attends the Royal Magic Academy in the Kingdom of Wenias, Sable has the worst grades in the entire school. As he has no memories of his time before attending the institution, when Headmaster Albus tasks him with a special training regimen in the south, Sable eagerly accepts it. Alongside the Dawn Witch, Roux Cristasse; Holt, a human girl with antlers; and Kudd, a lizard Beastfallen, Sable must establish a village of witches in a region where anti-witch sentiment remains strong.

During their journey, the quartet avoids former members of the Dia Ignis Arbiters—a group of witch hunters notorious for murdering witches and civilians alike. Five years ago, their organization was disbanded and given amnesty with the end of the war between the Church and witches, but their members still linger and are ready to capture any mages they come across.

Thankfully, with Roux's Staff of Ludens, the ""witch-eater,"" and Sable's unlimited supply of magic, the group may be able to accomplish their mission for Albus. If not, Sable's memories of magic and the academy will be taken away, and he will be left with nothing to guide him to the silver-haired mage who first rescued him.

[Written by MAL Rewrite]",jikan_mal
149701,Jian Xian Zaici,"Lin Beichen, an otaku, got a mobile phone by coincidence, and the mobile phone took him into a world called Dongdong Zhenzhou. Here, he became the first son of Lin Jinnan, one of the top ten famous men in the North Sea Empire [Zhantianhou]. He was also a notorious black sheep, and was born with brain disease. When Hou Lin was defeated in the south during the war, his family was in decline, and Lin Beichen, who lost his backer, was stuck in school by various' enemies' and couldn't go out. In a critical moment, he was surprised to find that the mobile phone he brought with him turned out to be a plug-in artifact that could help him practise. Relying on this artifact, Lin Beichen opened his own way of hilarious counterattack.

(Source: iQIYI)",jikan_mal
149703,Xin Weiqi Shaonian,,not_found
149810,Shishang Zui Qiang Nan Zhujue,"The protagonist Zhao Xiaotian is gifted with supernatural abilities and possesses super self-healing ability. After an accidental explosion, he came to a new world advocating martial arts and became the grandson of the richest man Zhao family. But this identity made him repeatedly persecuted by gangsters, so he was sent by his family to the famous martial arts sect, Xiaoyaomen, to practice martial arts for self-defense. However, to everyone's surprise, Zhao Xiaotian, who had never had a foundation in martial arts, turned out to be exceptionally talented and possessed an extraordinary talent for martial arts. Because Zhao Xiaotian's master was worried that he was too proud, he decided to suppress teaching, which made Zhao Xiaotian mistakenly think that his strength was low, so he practiced harder. In this way, Zhao Xiaotian gradually grew up unknowingly, and gradually formed a deep friendship with the brothers and sisters in the door. However, as his strength grows, the hidden crisis gradually emerges, and he is about to face the challenge of accepting trials...

(Source: v.qq.com)",jikan_mal
150947,Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,Special episode from the second season of Shaonian Ge Xing.,jikan_mal
151018,Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,,not_found
151313,Yanguang Coffee Ting Zhi Xin You Ji,The recap of Xi Yangyang Yu Hui Tailang series.,jikan_mal
151511,Xianwu Cangqiong,Official music video for Lai Lai Lai Team's song Tengoku which was included on the album of the same name.,jikan_mal
151634,Si Wuxie,"The story takes place in an era where humans and demons coexist. Legend has it that if humans and demons work together diligently in their cultivation, they will reach a state of purity and ascend to bliss together. However, some humans and demons, driven by greed and desire, stray onto the evil path. 

Our protagonist, Xiao Li, embarks on a journey to grant a thousand wishes to become a true dragon. Upon leaving the mountain, she encounters Qiu Shui, a demon hunter determined to capture her. To escape Qiu Shui, Xiao Li evades, fights, becomes an apprentice, learns skills, and gets into trouble along the way. She makes many new friends, faces numerous crises, and gains much wisdom. Seemingly unknowingly, she also develops a subtle friendship with Qiu Shui. 

Who can truly explain fate? Just as the goddess Nuwa created humans and demons, why did she place both good and evil within their souls? Perhaps all of this is a test, or perhaps it is all a guide towards purity.

(Source: Bilibili, translated)",jikan_mal
