id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
107191,2011,,holdout_unknown,False,114.0,50,,,Yakusoku,Promises,"This is the true love story between mother and a dead child.  To come back her cild to life, Mother made a promise with a old man.
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source: Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx107191-osaSFfpTLNyn.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107191-osaSFfpTLNyn.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx107191-osaSFfpTLNyn.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/107191-9MEo5REAAXeF.jpg,E8Mpr4zW98U,youtube,https://i.ytimg.com/vi/E8Mpr4zW98U/hqdefault.jpg,True,True,True,True
107197,2011,,holdout_unknown,False,182.0,54,,,Scripta Volant,Writings fly away,"I try to set this work – a film using texts, or a film-book – between watching and reading. This film is dedicated to J.L. Borges, a great artist, who had translated The Happy Prince by Oscar Wilde at his early childhood, became one of the greatest writers of the 20th century and continued to publish the works by dictation even after losing his eyesight.
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source: Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx107197-bLm20rYgJ7oE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx107197-bLm20rYgJ7oE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx107197-bLm20rYgJ7oE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/107197-YAnCJV90NWFt.jpg,l5od-8bjOqY,youtube,https://i.ytimg.com/vi/l5od-8bjOqY/hqdefault.jpg,True,True,True,True
107255,2010,1.0,train,True,805.0,55,0.3571428571428571,warm_25_50,Seto no Hanayome Picture Drama,,"An exclusive picture drama released with the Blu-Ray Box Set of Seto no Hanayome. The first part starts out with gags and the characters drawn in a simplistic chibi style. It's followed by a quick recap and then goes into the main picture drama story.<br>
<br>
(Source: Kitsu).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n107255-XSxjF8KSIN4s.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n107255-XSxjF8KSIN4s.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n107255-XSxjF8KSIN4s.jpg,,,,,True,True,False,False
107299,2011,1.0,train,True,178.0,45,0.1862068965517241,cold_0_25,Ankoku Cat VS,Dark Side Cat Versus,The sequel to the Ankoku Cat ONA series.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n107299-3bIWHwMHr1NX.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n107299-3bIWHwMHr1NX.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/n107299-3bIWHwMHr1NX.jpg,,,,,True,True,False,False
107941,2011,3.0,train,True,223.0,47,0.1824324324324324,cold_0_25,on the table,On The Table,A psychedelic short animation by Masanobu Hiraoka.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b107941-io0bmICfWMPE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b107941-io0bmICfWMPE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b107941-io0bmICfWMPE.jpg,,,,,True,True,False,False
108170,2011,2.0,train,True,1246.0,54,0.3926380368098159,warm_25_50,CHILDREN,,"A short film by Takuya Okada set in a conformist society.
<br><br>
(Source: IMDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108170-mUGXt3Td5aZc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108170-mUGXt3Td5aZc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108170-mUGXt3Td5aZc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/108170-BhJKzKYjtlSm.jpg,BE4oz2u6OHY,youtube,https://i.ytimg.com/vi/BE4oz2u6OHY/hqdefault.jpg,True,True,True,True
108242,2011,3.0,train,True,170.0,48,0.1283783783783783,cold_0_25,Uneasiness and triangle,,One of Masanobu Hiraoka's earlier short animations.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108242-aeQvGPINq42o.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108242-aeQvGPINq42o.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108242-aeQvGPINq42o.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/108242-XQ8M9gKrthNq.jpg,,,,True,True,True,False
108287,2010,2.0,train,True,162.0,51,0.1167883211678832,cold_0_25,Piercing I,Piercing I,"Due to the financial crisis, many factories in China are forced to close their doors in late 2008.
<br><br>
Zhang Xiaojun loses his job in a shoe factory. One day, a supermarket guard beats him up, thinking Zhang is a thief. In vain, he asks the supermarket manager for financial redress. Zhang’s dearest wish is to return to his village and become a farmer. But right before his departure, the police arrest him. The supermarket manager also has his problems. On a moonlit night, the storylines converge in a teahouse near the city rampart. 
<br><br>
(Source: Wikipedia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108287-1uuqRb2QVg8Y.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108287-1uuqRb2QVg8Y.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108287-1uuqRb2QVg8Y.jpg,,,,,True,True,False,False
108320,2011,3.0,train,True,157.0,47,0.1013513513513513,cold_0_25,shake,Shake,Short animation directed by Masanobu Hiraoka featuring the song Smoke And Mirrors by Sean Lennon,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108320-dcVE0Xv9EHO1.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108320-dcVE0Xv9EHO1.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108320-dcVE0Xv9EHO1.jpg,,,,,True,True,False,False
108339,2011,4.0,train,True,1202.0,70,0.39568345323741,warm_25_50,Black Jack FINAL,,"Sequel to the 1993 Black Jack OVA
<br><br>
Contains two separate stories. In Part 1, Black Jack's latest patient holds a link to Pinoko's past. In Part 2, Black Jack is kidnapped by the government of a war-torn country.
<br><br>
(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108339-mwoK8DF2nCYC.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108339-mwoK8DF2nCYC.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108339-mwoK8DF2nCYC.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/108339-2Wd6toQB3m2c.jpg,XijQaVW0pN4,youtube,https://i.ytimg.com/vi/XijQaVW0pN4/hqdefault.jpg,True,True,True,True
108749,2011,3.0,train,True,105.0,45,0.0608108108108108,cold_0_25,Annyeong Totobi,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108749-76E2mvbmqybM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b108749-76E2mvbmqybM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b108749-76E2mvbmqybM.jpg,,,,,False,True,False,False
109007,2011,,holdout_unknown,False,100.0,49,,,creator,creator,"A man is left alone in empty white space. He starts to create his own world with materials popped up out of nowhere and build a house and made animals. But there is a hole in this world and he wonders about it. In the meanwhile he learns there is the border where they can survive around the hole.
<br><br>
Graduate Work 2011 by Hiroki Kono, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source: Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109007-4aFRwIe8wDCK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109007-4aFRwIe8wDCK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx109007-4aFRwIe8wDCK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/109007-ZgHjYfzLWTGE.jpg,Wa-M47_nxCk,youtube,https://i.ytimg.com/vi/Wa-M47_nxCk/hqdefault.jpg,True,True,True,True
109938,2010,3.0,train,True,297.0,68,0.180327868852459,cold_0_25,Mosaik Role,,"Music video for DECO*27's Vocaloid song ""Mosaik Role"" featuring Gumi. ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109938-6Cj6soJJkHke.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109938-6Cj6soJJkHke.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx109938-6Cj6soJJkHke.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/109938-S2Dn8Uo9fYvP.jpg,DnLFVUi3oOU,youtube,https://i.ytimg.com/vi/DnLFVUi3oOU/hqdefault.jpg,True,True,True,True
109995,2011,1.0,train,True,146.0,62,0.1586206896551724,cold_0_25,HEART,,"Music video for group_inou's music HEART, animated and directed by Ac-Bu.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109995-6Y5WPmKP8Y1G.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109995-6Y5WPmKP8Y1G.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx109995-6Y5WPmKP8Y1G.jpg,,w_os8HqfxHc,youtube,https://i.ytimg.com/vi/w_os8HqfxHc/hqdefault.jpg,True,True,False,True
110177,2011,,holdout_unknown,False,230.0,43,,,Heya,The Room,Music video by Miyo Satou for the title track Heya by Japanese band Siraoka on their first album.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110177-Q7dOp7JeXAUw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110177-Q7dOp7JeXAUw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b110177-Q7dOp7JeXAUw.jpg,,Ezqx07m2cOI,youtube,https://i.ytimg.com/vi/Ezqx07m2cOI/hqdefault.jpg,True,True,False,True
110247,2011,4.0,train,True,118.0,47,0.1294964028776978,cold_0_25,Tsunagaru,,"A Tekken short created for channel TBS's program ""Supamoku!!"" but was later included on the official DVD 1 release of his animated works. In Tsunagaru people start holding hands in one long human chain.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110247-nkucFrdnzQzH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110247-nkucFrdnzQzH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b110247-nkucFrdnzQzH.jpg,,ujKBd8y8Spw,youtube,https://i.ytimg.com/vi/ujKBd8y8Spw/hqdefault.jpg,True,True,False,True
110465,2010,2.0,train,True,845.0,46,0.364963503649635,warm_25_50,11eyes Picture Drama,,"Picture drama specials included on the seventh BD volume of the 11eyes series.

The stories focused on the Black Knights with jokes.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110465-88oZom1dkWPY.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110465-88oZom1dkWPY.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b110465-88oZom1dkWPY.jpg,,,,,True,True,False,False
110467,2011,1.0,train,True,401.0,38,0.2896551724137931,warm_25_50,A long day of timbre,,Follow-up version of Mirai Mizue's Timbre A to Z.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx110467-AyoTW6PmG8hp.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110467-AyoTW6PmG8hp.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110467-AyoTW6PmG8hp.png,,,,,True,True,False,False
110491,2011,1.0,train,True,275.0,52,0.2551724137931034,warm_25_50,Ya-Ne-Sen a Go Go,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110491-fX0BWVRvVtIX.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110491-fX0BWVRvVtIX.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b110491-fX0BWVRvVtIX.jpg,,,,,False,True,False,False
110597,2011,3.0,train,True,76.0,36,0.027027027027027,cold_0_25,way,,Short by Masanobu Hiraoka combining live action and his signature style of animation.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx110597-FqPvb0YRpxJE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110597-FqPvb0YRpxJE.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx110597-FqPvb0YRpxJE.png,,,,,True,True,False,False
111031,2011,,holdout_unknown,False,112.0,30,,,Tsubuyaki-tai,,A surreal dialogue-heavy comedy where objects talk about their lives in an interview-style such as a toothbrush in a cup or a hamster.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111031-MOZC6NJKd3Ze.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111031-MOZC6NJKd3Ze.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b111031-MOZC6NJKd3Ze.jpg,,,,,True,True,False,False
111127,2011,1.0,train,True,78.0,27,0.0551724137931034,cold_0_25,Tsubuyaki-tai Specials,,"The 1st DVD release of Tsubuyaki-tai lists two ""adult"" specials.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111127-QYoOP1YDa9vm.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111127-QYoOP1YDa9vm.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b111127-QYoOP1YDa9vm.jpg,,,,,True,True,False,False
111858,2010,3.0,train,True,139.0,43,0.081967213114754,cold_0_25,Human Orchestra,,"Short film by Takashi Ohashi, visually syncopating music by Onishi Yoshito.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111858-esuTSTXbSrJR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b111858-esuTSTXbSrJR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b111858-esuTSTXbSrJR.jpg,,,,,True,True,False,False
112092,2011,2.0,train,True,163.0,40,0.1288343558282208,cold_0_25,Animatope,,"Space Shower TV Station ID directed by Takashi Ohashi, with music by composed by Yuri Habuka and sung by PUPI.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b112092-sX4YMqtei6L4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b112092-sX4YMqtei6L4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b112092-sX4YMqtei6L4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/112092-5KGWuerbUAjb.jpg,,,,True,True,True,False
112155,2011,2.0,train,True,355.0,64,0.2024539877300613,cold_0_25,Yumekui Shirokuro Baku,Dream Eating Monochrome Baku,"This song deals with the Japanese mythological creature, the Baku. Baku's are known to devour the nightmares/dreams of human beings. In this song the baku is portrayed by Len. Here, he entices an innocent girl who has trouble sleeping by taking away her bad dreams. He also ""seals the spell"" with a pinky promise and then later a kiss. In the end, ""when the full moon rises"" he steals her soul and takes her empty body to his ""monochrome world.""
<br><br>
(Source: Vocaloid Wikia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx112155-XTiRHHv7VmLs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112155-XTiRHHv7VmLs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx112155-XTiRHHv7VmLs.png,,qHjIfbO-bP8,youtube,https://i.ytimg.com/vi/qHjIfbO-bP8/hqdefault.jpg,True,True,False,True
112205,2011,4.0,train,True,108.0,58,0.1151079136690647,cold_0_25,Kiritorisen,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b112205-GbRvn0Q7iX2i.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b112205-GbRvn0Q7iX2i.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b112205-GbRvn0Q7iX2i.jpg,,EjYwEoZHKvQ,youtube,https://i.ytimg.com/vi/EjYwEoZHKvQ/hqdefault.jpg,False,True,False,True
114425,2011,4.0,train,True,111.0,29,0.1223021582733813,cold_0_25,Kuma no Keimu-sho,,Focuses on the odd inmates at a bear prison.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114425-JEhnzvsntSE7.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114425-JEhnzvsntSE7.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b114425-JEhnzvsntSE7.jpg,,e5uyFAqZiNs,youtube,https://i.ytimg.com/vi/e5uyFAqZiNs/hqdefault.jpg,True,True,False,True
114426,2011,4.0,train,True,99.0,32,0.1007194244604316,cold_0_25,Arigatou Kumanofu,,Shorts that focus on a female bear's life.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114426-3XABAT4jvtLM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114426-3XABAT4jvtLM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx114426-3XABAT4jvtLM.png,,UGSGhKWzNio,youtube,https://i.ytimg.com/vi/UGSGhKWzNio/hqdefault.jpg,True,True,False,True
114525,2011,,holdout_unknown,False,128.0,50,,,Samayo shinzo,Rootless heart,"Two boys are playing in ruins. There is something lurking in the dark...This is the stop motion animation on the theme of fear.
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation
<br><br>
Prize:
2012 Puchon International Fantastic Film Festival in 2012, Jury's Choice
2012 24th Tokyo Students Film Festival, Grand prize＆Audience Award
2012　Independent Animation Festival, Jury's Choice
2012　Yubari International Fantastic Film Festival in 2012, scholarship
2011　Shimokitazawa Film Festival, Grand prize
2011　West Tokyo Film Festival, Excellence Award
<br><br>
(Source: Geidai Animation)

",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114525-EfYlHbL5EP8m.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114525-EfYlHbL5EP8m.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b114525-EfYlHbL5EP8m.jpg,,NVoMCF508o8,youtube,https://i.ytimg.com/vi/NVoMCF508o8/hqdefault.jpg,True,True,False,True
114863,2011,2.0,train,True,812.0,44,0.3067484662576687,warm_25_50,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,,"The ""Megumi and Taiyou"" commercial depicts the reunion of a girl named Megumi, who was raised near a grape orchard, and her childhood friend Taiyou.

<br><br>(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114863-3PbUkoMr3JsR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b114863-3PbUkoMr3JsR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b114863-3PbUkoMr3JsR.jpg,,lutxB2GsGsE,youtube,https://i.ytimg.com/vi/lutxB2GsGsE/hqdefault.jpg,True,True,False,True
115011,2011,2.0,train,True,684.0,60,0.263803680981595,warm_25_50,Jeolyeonjooui Sahang,Break Ups,"<i>Originally a 2009 Hoseo University graduation work by Joo Jaebum and Kim Sungdae.</i><br><br>A young, feuding couple who, through the power of time travel, realize how strong their relationship really is.<br><br>
(Source: eigoMANGA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115011-4FSjGrg9QjOs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115011-4FSjGrg9QjOs.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115011-4FSjGrg9QjOs.png,,Hw_A0PB1HgM,youtube,https://i.ytimg.com/vi/Hw_A0PB1HgM/hqdefault.jpg,True,True,False,True
115179,2011,3.0,train,True,102.0,42,0.054054054054054,cold_0_25,Oyasumi,,"Kem's ""Oyasumi"" Music Video directed by Tomoyasu Murata.  This song is included in Kem's book, ""สิ่งที่ตี๋ไม่มีวันลืม"" released by Amarin Publishing in July 2011. ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115179-RINxXfJp1gxT.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115179-RINxXfJp1gxT.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115179-RINxXfJp1gxT.png,,sGi6igxVsA4,youtube,https://i.ytimg.com/vi/sGi6igxVsA4/hqdefault.jpg,True,True,False,True
115435,2011,,holdout_unknown,False,74.0,48,,,Ygg no Tori,Ygg's bird,"We are all living in a food chain. All the living beings support each other as predator-prey relationship in the balance of nature. Yet there is a huge and ferocious bird. It is so brutal that all the creatures are afraid of it... Everything repeats itself, slightly changing its form.
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source:  Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115435-CDp6GVVYcTyt.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115435-CDp6GVVYcTyt.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115435-CDp6GVVYcTyt.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/115435-rlD3ER1g1kfg.jpg,Oqrc38ZBtLs,youtube,https://i.ytimg.com/vi/Oqrc38ZBtLs/hqdefault.jpg,True,True,True,True
115436,2011,,holdout_unknown,False,63.0,50,,,tick tack,tick tack,"A little Chinku thinks his father does not love him. And when he think his grandfather, his only supporter, rejects his hand for help, Chinku feels betrayed. All shock up, Chinku draws circles with a huge and heavy pencil, wishing the time to fly fast…
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source:  Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115436-z3VaDIJWOLiB.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115436-z3VaDIJWOLiB.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115436-z3VaDIJWOLiB.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/115436-fnhvIXi8zTWR.jpg,UDT-ImGL_Z8,youtube,https://i.ytimg.com/vi/UDT-ImGL_Z8/hqdefault.jpg,True,True,True,True
115438,2011,,holdout_unknown,False,184.0,53,,,"Shoujo no Ito, Mahou no Ito",Better back then,"A girl is kept on the trot by a witch and continues to peel potatoes. She is fed up and tries to escape in vain. She gets desperate and decides to beat the witch... After all what will she find? What is her intention? Can we undo what has been done?
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation
<br><br>
(Source:  Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx115438-s5UnrIm44EqA.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx115438-s5UnrIm44EqA.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx115438-s5UnrIm44EqA.png,,-8Jh4pETrOE,youtube,https://i.ytimg.com/vi/-8Jh4pETrOE/hqdefault.jpg,True,True,False,True
115819,2010,3.0,train,True,114.0,50,0.0655737704918032,cold_0_25,Love: Sayonara wa Iwanai,,Music video for the song Love: Sayonara wa Iwanai by Marie Ishikawa. The video was animated by Aya Shiroi.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b115819-1UnVFWecGwa4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b115819-1UnVFWecGwa4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b115819-1UnVFWecGwa4.jpg,,8WRYJzYXENQ,youtube,https://i.ytimg.com/vi/8WRYJzYXENQ/hqdefault.jpg,True,True,False,True
116855,2011,4.0,train,True,121.0,39,0.1366906474820144,cold_0_25,YADOKARI,,Ryou Inoue's work which won honorable mention in the 24th CG Animation contest in Japan.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116855-yOUGha86pdVV.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116855-yOUGha86pdVV.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116855-yOUGha86pdVV.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/116855-pvton2yMEbFO.jpg,pihhu5Mv0p0,youtube,https://i.ytimg.com/vi/pihhu5Mv0p0/hqdefault.jpg,True,True,True,True
116910,2011,3.0,train,True,126.0,50,0.0777027027027027,cold_0_25,Kesshin Sokudo,,Music video directed by Kousuke Sugimoto for the song Kesshin Sokudo by Handsome Kenya. It features a blend of live-action and animation.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116910-39BPk1271nMK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116910-39BPk1271nMK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b116910-39BPk1271nMK.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/116910-YtmjSjQd1P3T.jpg,Ig9j5GaIVXo,youtube,https://i.ytimg.com/vi/Ig9j5GaIVXo/hqdefault.jpg,True,True,True,True
117961,2011,,holdout_unknown,False,219.0,46,,,Chikyuu wo Mitsumete,Encounter with Earth,"A family animation programme about the Earth's environment. Chasing after a glowing particle, the root of all life, along with our main character Naoko, you will discover a vital truth about what links you with other living beings and our planet.<br><br>
(Source: Official site)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx117961-YABD4JB0OvOg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx117961-YABD4JB0OvOg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx117961-YABD4JB0OvOg.png,,Sbk5iBJhr4M,youtube,https://i.ytimg.com/vi/Sbk5iBJhr4M/hqdefault.jpg,True,True,False,True
117990,2011,,holdout_unknown,False,44.0,45,,,Majutsushi to Yuki no Hana,Wish Upon a Snowdrop,"There is a family living in an air base town.  I got a younger brother.  Dad was only absent for work at the base and Mom was busy with the brother and little time for me. Out of loneliness and jealousy I hid brother’s charm. From that day, Dad stopped coming home...
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation
<br><br>
(Source: Nishikata Eiga)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b117990-889uCwpFlYez.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b117990-889uCwpFlYez.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b117990-889uCwpFlYez.jpg,,,,,True,True,False,False
118039,2011,4.0,train,True,141.0,41,0.158273381294964,cold_0_25,Houkago no Thesaurus,Her Ghost Friend,Official music video for Her Ghost Friend's song Houkago no Thesaurus.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118039-nTVpYnewh9WR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118039-nTVpYnewh9WR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b118039-nTVpYnewh9WR.jpg,,rEo-5wrPJFw,youtube,https://i.ytimg.com/vi/rEo-5wrPJFw/hqdefault.jpg,True,True,False,True
