id,title_romaji,title_english,title_native,description,voice_actor_names,format,episodes,duration,meanScore,popularity,source,countryOfOrigin,isAdult,startDate_month,startDate_day,genres,studios,is_sequel,has_sequel,prequel_count,prequel_popularity_mean,prequel_meanScore_mean,release_year,release_quarter
10808,Kidou Senshi Gundam AGE,Mobile Suit Gundam AGE,機動戦士ガンダムAGE,"In A.G. 101 (the 101st year of the Advanced Generation calendar) a mysterious entity known only as ""UE"", or ""unknown enemy"", attacks and destroys the space colony Angel. This brutal attack becomes infamous as the ""The Day the Angel Fell"", and marks the beginning of humanity's war for survival. <br><br>
The series begins in A.G. 108 when the UE attack the space colony Ovan, where Flit Asuno lives with his mother. Flit's mother is killed by the UE, and in her belongings (in an object called a ""AGE Device"") he discovers the blueprints for a powerful weapon from the past - the ancient messiah named ""Gundam."" <br><br>
From these blueprints, Flit spends the next several years studying engineering at an Earth Federation base on the Nora space colony and designing the AGE-1 Gundam. Seven years later, in A.G. 115, Flit completes the Gundam, just as the UE attack Nora. Flit and his lineage's battle piloting the AGE-1 to protect mankind is about to begin. <br><br>
(Source: GoodAnime.net)",Aya Endou|Kazuhiko Inoue|Toshiyuki Toyonaga|Sarah Hauser|Kousuke Toriumi|Takuya Eguchi|Kazutomi Yamamoto|Hiroki Touchi|Dave Bridges|Yuu Shimamura|Daisuke Ono|Kouki Miyata|Shintarou Oohata|Michael Pizzuto|Ayumi Tsunematsu|Wataru Hatano|Saori Hayami|Daniella Down|Naoki Bandou|Yoshihisa Kawahara|Ikuya Sawaki|Choo|Takuma Terashima|Ayahi Takagaki|Gloria Ansell|Kenji Nomura|Kenta Miyake|Junichi Suwabe|Hiroshi Shirokuma|Miki Nagasawa|Tomomichi Nishimura|Taiten Kusunoki,TV,49.0,24.0,61,8549.0,ORIGINAL,JP,False,10.0,9.0,"[""Action"", ""Mecha"", ""Sci-Fi""]","[{""id"": 12369, ""isMain"": true, ""node"": {""id"": 14, ""name"": ""Sunrise"", ""isAnimationStudio"": true}}, {""id"": 12370, ""isMain"": false, ""node"": {""id"": 104, ""name"": ""Lantis"", ""isAnimationStudio"": false}}, {""id"": 12371, ""isMain"": false, ""node"": {""id"": 143, ""name"": ""Mainichi Broadcasting System"", ""isAnimationStudio"": false}}, {""id"": 12372, ""isMain"": false, ""node"": {""id"": 757, ""name"": ""Sony Music Entertainment"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,4
10821,Suite Precure♪: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,Suite Precure♪: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,スイートプリキュア♪ とりもどせ! 心がつなぐ奇跡のメロディ♪,"After Cure Muse's mission of restoring her father's kind heart was accomplished, Ako and Mephisto decided to return to Major Land together. Suddenly, a howling noise rang through the city, and when it died down, all music was gone. Ako and Mephisto tried to establish contact with Major Land, but could not get a response.<br>
Full of worry, Hibiki and the others headed to Major Land, where there was no sign of the former land of overflowing music. The world was desolate without sound, its people devoid of emotion like stone, continuing to play their soundless instruments. The only one left was Ako's friend Suzu, who explained how Aphrodite suddenly changed and took away all music from the land. Ako and Mephisto, unbelieving and determined to find out the truth, headed to the palace where Aphrodite was. Hibiki, Kanade and Ellen decided to chase after Suzu, who had run away after Ako refused to believe her story.<br><br>
While chasing after Suzu, the girls met with 3 men eager to steal the Healing Chest. And as the truth slowly came to light, the Pretty Cure had to face up to the real enemy.",Ami Koshimizu|Fumiko Orikasa|Kotono Mitsuishi|Megumi Toyoguchi|Noriko Hidaka|Kenyuu Horiuchi|Rumi Ookubo|Yumiko Kobayashi|Keiichi Sonobe,MOVIE,1.0,71.0,68,2431.0,ORIGINAL,JP,False,10.0,29.0,"[""Action"", ""Fantasy"", ""Mahou Shoujo""]","[{""id"": 12379, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10827,WIZARD GIRL AMBITIOUS,WIZARD GIRL AMBITIOUS,WIZARD GIRL AMBITIOUS,"Based on the erotic game by Sugar Pot.<br>
<br>
High Wizard Asuka is a cute, pretty, intelligent, and self-conceited girl. On the eve of the final boss battle, she seeks out her partner, Kei, in his bedroom in order to ascertain her feelings.<br>
<br>
(Source: Anime News Network)",Miyuki Satou|Yui Kondou,OVA,1.0,28.0,59,2218.0,VISUAL_NOVEL,JP,True,8.0,26.0,"[""Fantasy"", ""Hentai""]","[{""id"": 12384, ""isMain"": true, ""node"": {""id"": 365, ""name"": ""PoRO"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10832,Ikoku Meiro no Croisée: Yune & Alice,La croisée dans un labyrinthe étranger: Yune & Alice,異国迷路のクロワーゼ 「湯音＆アリス」,"Each of the seven volumes of the Blu-ray &amp; DVDs will carry a short SD anime titled ""Yune &amp; Alice"".",Nao Touyama|Aoi Yuuki,SPECIAL,7.0,2.0,60,1349.0,MANGA,JP,False,9.0,21.0,"[""Slice of Life""]","[{""id"": 12386, ""isMain"": false, ""node"": {""id"": 41, ""name"": ""Satelight"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10834,Baka to Test to Shoukanjuu: SPINOUT! Sore ga Bokura no Nichijou,Baka and Test – Summon the Beasts 2 Specials,バカとテストと召喚獣SPINOUT! それが僕らの日常。遠征中,"Spin-off of Baka to Test to Shoukanjuu that has been serialized on Famitsu Comic Clear website since 2010.<br><br>
These specials are included in the Baka to Test Ni! BD/DVD releases.",Emiri Katou|Hiro Shimono|Hitomi Harada|Kouki Miyata|Tomomi Isomura|Yoshino Nanjou|Kaori Mizuhashi|Tatsuhisa Suzuki|Ayana Taketatsu|Akio Ootsuka|Takuma Terashima|Mana Hirata|Kikuko Inoue,SPECIAL,6.0,5.0,68,7772.0,MANGA,JP,False,9.0,21.0,"[""Comedy"", ""Romance"", ""Slice of Life""]","[{""id"": 12387, ""isMain"": false, ""node"": {""id"": 300, ""name"": ""SILVER LINK."", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10838,Double-J,Double-J,だぶるじぇい,"In a school where after school activities are mandatory among all students, Hajime and her friend Sayo come across a new club that they have never seen before. The club is called ""The Cultural Activity Preservation Club."" The two enter the room to find all kinds of analog jobs and activities, such as handcrafting mats and toothpicks. This is a unique cultural manga mixed with comedy so as not to bore you, this is Double J!<br><br>
(Source: Mangahelpers)",Banjou Ginga|Ayuru Oohashi|Emiri Katou|Chiaki Omigawa|Kanami Satou|Yuu Kobayashi|Ayana Taketatsu|Ryou Hirohashi|Nobuyuki Hiyama|Kaori Ishihara|Hiroki Gotou|Miyu Matsuki,TV_SHORT,11.0,4.0,50,3325.0,MANGA,JP,False,6.0,29.0,"[""Comedy""]","[{""id"": 12388, ""isMain"": true, ""node"": {""id"": 276, ""name"": ""DLE"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10842,Hagane no Renkinjutsushi: Milos no Seinaru Hoshi Tokubetsu Eizou,Hagane no Renkinjutsushi: Milos no Seinaru Hoshi Tokubetsu Eizou,鋼の錬金術師 嘆きの丘[ミロス]の聖なる星 特別動画,"To mark the July 2 opening of the Fullmetal Alchemist: The Sacred Star of Milos film, the Pia Eiga Seikatsu website posted an exclusive video ""interview"" with the stars of the film, Edward and Alphonse Elric (as voiced by Romi Park and Rie Kugimiya, respectively). In keeping with the spirit of Hiromu Arakawa's original manga and the two television anime, the interviewer has trouble early on in figuring out who the ""Fullmetal Alchemist"" is. (The interview has cameos by the other stars of the anime.) Also includes 3 ""Study"" sessions with ""Professor"" Mustang, teaching Winry and Hawkeye about Creta and Milos.",Romi Park|Rie Kugimiya|Megumi Takamoto|Shinichirou Miki|Fumiko Orikasa,SPECIAL,4.0,4.0,62,4382.0,MANGA,JP,False,6.0,16.0,"[""Comedy"", ""Fantasy""]","[{""id"": 12389, ""isMain"": true, ""node"": {""id"": 4, ""name"": ""bones"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10845,Manyuu Hikenchou Specials,Manyuu Hikenchou Specials,魔乳秘剣帖 美乳鍛錬法・乳研ぎ,Short extra anime from the DVDs and Blu-rays.,Minako Kotobuki|Aki Toyosaki|Kaoru Mizuhara|Mamiko Noto,SPECIAL,4.0,3.0,56,5212.0,MANGA,JP,False,10.0,4.0,"[""Action"", ""Ecchi""]","[{""id"": 12390, ""isMain"": false, ""node"": {""id"": 346, ""name"": ""Hoods Entertainment"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10847,Inumarudashi,Inumarudashi,いぬまるだしっ,"Comedy at a kindergarten. Inumaru-kun is a four-year old boy, who runs about the kindergarten naked below the waist. Yamada Tamako is a new nursery teacher and she is struggling with Inumaru's weird behaviour.",Yuu Kobayashi|Haruna Kondo,TV_SHORT,4.0,3.0,44,279.0,MANGA,JP,False,6.0,10.0,"[""Comedy""]","[{""id"": 12391, ""isMain"": true, ""node"": {""id"": 400, ""name"": ""Gathering"", ""isAnimationStudio"": false}}, {""id"": 12392, ""isMain"": false, ""node"": {""id"": 799, ""name"": ""indigo line"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2011,3
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,イ･カ･ア･イ･ス食べなイカ？,MV bundled with the limited edition of the Ika Ice Tabena-ika? single.,Hisako Kanemoto,MUSIC,1.0,4.0,62,1798.0,UNKNOWN_SOURCE,JP,False,7.0,6.0,[],"[{""id"": 12393, ""isMain"": false, ""node"": {""id"": 51, ""name"": ""diomed\u00e9a"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10850,Seibu Tetsudou Ekiin Tako-chan,Seibu Tetsudou Ekiin Tako-chan,西武鉄道駅員タコちゃん,3 minute shorts about Tako-chan's life as a railroad worker,,ONA,12.0,2.0,39,126.0,UNKNOWN_SOURCE,JP,False,4.0,15.0,"[""Comedy"", ""Slice of Life""]","[{""id"": 12394, ""isMain"": false, ""node"": {""id"": 247, ""name"": ""Shin-Ei Animation"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,2
10851,euphoria,euphoria,euphoria,"Based on the erotic game by Clock Up.<br>
<br>
They wake up in a white room remembering nothing&mdash; <br>
<br>
The protagonist Takato Keisuke and 6 others are locked up in these hidden white rooms. His childhood friend Hokari Kanae, classmate Ando Miyako, underclassmate Mikaba Rika, English teacher Aoi Natsuki, same year Byakuya Rinne, and classmate Manaka Nemu. While still confused about their unusual situation, a ""mystery voice"" suddenly speaks to them: ""A game has now started. In order to escape the room, Keisuke is the ""unlocker"" and one heroine the ""keyhole"". With an assigned act, he must ""use the key"". <br>
<br>
After hearing the unreasonable and immoral requirements to win, Miyako gets pissed and snaps on the ""mystery voice"". Suddenly the lights go out. The girls scream. The lights come back on, reilluminating the white room. They can see Miyako bound to a grotesque torture device. <br>
<br>
""Anyone who quits the game will die."" <br>
<br>
Her screaming begins in tandem with the electrical current. With eyes wide open in fear, she pisses and shits herself. Everyone else starts freaking out. However, Keisuke seemed to be getting aroused by Miyako&rsquo;s appearance. That was his secret, his urge to assault and humiliate girls. <br>
<br>
However, Nemu could see right through him and knew. Nemu takes advantage, forcing the protagonist to submit to him as she brings her lips up to his: ""This is a contract kiss."" <br>
<br>
Keisuke was surprised by Nemu&rsquo;s behavior but he wants to protect Kanae and decides for the sake of escaping, he will violate the others. Can Keisuke escape the white rooms and return to his normal life? Or will he hold back his own dark urges? <br>
<br>
(Source: Necrosis) ",Ringo Aoba|Maki Tomonaga|Mitsuhiro Ichiki|Yukako Yoneyama|Matsuri Mizuguchi|Yukina Fujimori|Sahomi Koyama|Yukari Hirayama,OVA,6.0,30.0,53,19422.0,VISUAL_NOVEL,JP,True,12.0,22.0,"[""Drama"", ""Hentai"", ""Psychological""]","[{""id"": 12395, ""isMain"": true, ""node"": {""id"": 767, ""name"": ""Majin"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,1
10855,Penguin no Mondai Max,Penguin no Mondai Max,ペンギンの問題 Max,The continuation of Penguin no Mondai.,,TV_SHORT,50.0,10.0,57,136.0,UNKNOWN_SOURCE,JP,False,4.0,3.0,"[""Comedy""]","[{""id"": 12397, ""isMain"": false, ""node"": {""id"": 474, ""name"": ""Shogakukan Music & Digital Entertainment"", ""isAnimationStudio"": false}}]",True,True,1,265.0,54.0,2010,2
10856,Penguin no Mondai DX?,Penguin no Mondai DX?,ペンギンの問題DX?,The continuation of Penguin no Mondai Max.,,TV_SHORT,52.0,10.0,60,129.0,UNKNOWN_SOURCE,JP,False,4.0,2.0,"[""Comedy""]","[{""id"": 12398, ""isMain"": false, ""node"": {""id"": 474, ""name"": ""Shogakukan Music & Digital Entertainment"", ""isAnimationStudio"": false}}]",True,False,1,136.0,57.0,2011,2
10859,Sorette♥Dakara ne!,Sorette♥Dakara ne!,それって♥だからね!,Anime featuring the idol group AGC38. It is set in the classes of the Musashi Asahigaoka Girls' Academy that the girls attend.,,ONA,1.0,8.0,44,839.0,ORIGINAL,JP,False,6.0,23.0,"[""Slice of Life""]","[{""id"": 12399, ""isMain"": false, ""node"": {""id"": 406, ""name"": ""Asahi Production"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10862,Tennis no Ouji-sama: TV Anime-ban Pairpuri DVD,Tennis no Ouji-sama: TV Anime-ban Pairpuri DVD,テニスの王子様TVアニメ版ペアプリDVD,This is a series of 8 short stories inspired by the popular series Prince of Tennis featuring different schools' characters in picture drama form.,Junko Minagawa|Yuki Kaida|Kenjirou Tsuda|Kouhei Kiyasu|Shoutarou Morikubo|Chihiro Suzuki|Junichi Suwabe|Akira Ishida|Makoto Tomita|Satoshi Tsuruoka|Masami Iwasaki|Nozomu Sasaki|Nobuyuki Hiyama|Sachiko Nagai|Tarusuke Shingaki|Daisuke Nakamura|Ryou Naitou,SPECIAL,8.0,10.0,65,1264.0,UNKNOWN_SOURCE,JP,False,6.0,25.0,"[""Comedy"", ""Drama"", ""Sports""]","[{""id"": 12400, ""isMain"": false, ""node"": {""id"": 10, ""name"": ""Production I.G"", ""isAnimationStudio"": true}}, {""id"": 12401, ""isMain"": false, ""node"": {""id"": 139, ""name"": ""NAS"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2010,3
10869,Scan2Go,Scan2Go,스캔2고,"Sometime in the near future, in an age in which we have established contact and communications with planets outside our galaxy, Scan2Go has become a huge phenomenon throughout all of outer space. Giant races are held at every locality, with each racer gunning for the title of the universe's number one racer!<br><br>
The main character in the series, Kazuya, possesses the power of the eagle, performed well with his blazing, innate power commanding his falconine beast spirit. He competes in a tournament, the ""Pro-Racer Exhibition Race."", but was no match for the other teams that had won their way through the competitive Space Preliminaries.<br><br>
Realizing the difficult obstacles that lie before them, Kazuya and his friends leave the small Earth behind and set off on a universe-wide quest to hone their skills as warriors!",Manuel Meli|Mana Hirata|Tim Hamaguchi|Souichirou Hoshi|Nacho De Porratta|Will Wood|Goffredo Dominici|Mai Nakahara|Michelle Molineux|Ludovica Bebi|Monica Volpe|Kaoru Mizuhara|Leah Dubbin-Steckel|Kouta Satou|Simone Crisari|Joel Crichton,TV,52.0,25.0,58,1269.0,ORIGINAL,JP,False,8.0,9.0,"[""Sports""]","[{""id"": 12405, ""isMain"": false, ""node"": {""id"": 164, ""name"": ""d-rights"", ""isAnimationStudio"": false}}, {""id"": 20872, ""isMain"": false, ""node"": {""id"": 451, ""name"": ""Cookie Jar Entertainment"", ""isAnimationStudio"": false}}, {""id"": 21618, ""isMain"": true, ""node"": {""id"": 118, ""name"": ""SynergySP"", ""isAnimationStudio"": true}}, {""id"": 38578, ""isMain"": false, ""node"": {""id"": 6206, ""name"": ""Dongwoo Animation"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2010,3
10882,Ghost Messenger,Ghost Messenger,고스트 메신저,"Ghost Messengers are super-power agents from the underground world called the World of Death. The World of Death is a digitalized world with cutting-edge technologies that control and manage the life and death of all living things based on its elaborate systems.<br><br>
Our Ghost Messenger hero, Kang-lim, has been dispatched to the human world to capture the remaining ghosts who are refusing to go to the World of Death although it is their time.<br><br>
An accident occurs during his mission and Kang-lim gets captured in his own mobile phone. Little Kang-lim, a human boy who has extraordinary spiritual powers, finds the mobile phone and takes GhostMessenger Kang-lim out from the mobile phone.<br><br>
And the adventure begins.<br><br>
(Source: Anime World Network)",,OVA,6.0,35.0,55,698.0,UNKNOWN_SOURCE,KR,False,12.0,21.0,"[""Action"", ""Fantasy""]","[{""id"": 17660, ""isMain"": true, ""node"": {""id"": 6169, ""name"": ""Studio Animal"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2010,4
10886,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,ぬらりひょんの孫 ～激闘 大フットサル大会！奴良組Wカップ!!～,A special shown at the Jump Super Anime Tour 2010. It was later released as an extra accompanying Nurarihyon no Mago Blu-ray Box 1. ,Jun Fukuyama|Yui Horie|Jouji Nakata|Takahiro Sakurai|Hiroki Yasumoto|Kousuke Toriumi|Mamiko Noto|Tomokazu Sugita|Souichirou Hoshi|Hiroyuki Yoshino|Hiro Shimono|Miyu Irino|Ami Koshimizu|Mana Hirata,SPECIAL,1.0,13.0,59,1589.0,UNKNOWN_SOURCE,JP,False,10.0,23.0,"[""Action"", ""Sports"", ""Supernatural""]","[{""id"": 12414, ""isMain"": false, ""node"": {""id"": 37, ""name"": ""Studio DEEN"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2010,4
10893,Kyousougiga,Kyousougiga,京騒戯画,"It's Kyoto, and yet it is not.<br><br>
A microcosm of peculiar origins, ""Mirror Kyoto"".<br><br>
A small incident causes a young girl, Koto, to wander into this world.<br><br>
She runs into a mysterious monk, gets chased around by a tech-obsessed girl, and heartily enjoys her chaotic and colorful new life, but meanwhile, out of sight, a certain plan is being set into motion&hellip;<br><br>
In this mysterious city where spirits and humans have been thrown together, the festivities are about to begin!<br><br>",Rie Kugimiya|Aya Hisakawa|Kenichi Suzumura|Chiwa Saitou|Noriko Hidaka|Ryouko Shiraishi|Eiji Takemoto|Eri Kitamura|Shigeru Nakahara|Akira Ishida,ONA,1.0,25.0,68,16530.0,ORIGINAL,JP,False,12.0,10.0,"[""Action"", ""Fantasy"", ""Supernatural""]","[{""id"": 12417, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}, {""id"": 18739, ""isMain"": false, ""node"": {""id"": 467, ""name"": ""Discotek"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2011,1
10897,Boku wa Tomodachi ga Sukunai Episode 0: Yaminabe wa Bishoujo ga Zannen na Nioi,Haganai: Episode 0,僕は友達が少ない 第0語 闇鍋は美少女が残念な臭い(;´∀`),"Hasegawa Kodaka has transferred schools, and he's having a hard time making friends. It doesn't help that his blond hair tends to make people think he's a delinquent. One day, he runs into his bad-tempered solitary classmate Yozora while she's talking animatedly to her imaginary friend Tomo. Realizing that neither of them have any actual friends, they decide that the best way to alter this situation is to form a club and start recruiting.<br><br>
That is how ""Rinjinbu"", The Neighbours' Club, was formed, a club specifically designed for people who don't have very many friends. As other lonely classmates slowly join their little club, they'll try to learn how to build friendships through cooking together, playing games, and other group activities. But will this group of relationship-challenged misfits really be able to get along?
",Ryouhei Kimura|Marina Inoue|Kanae Itou|Kana Hanazawa|Yuka Iguchi|Nozomi Yamamoto|Misato Fukuen,OVA,1.0,11.0,63,28924.0,LIGHT_NOVEL,JP,False,9.0,22.0,"[""Comedy"", ""Romance""]","[{""id"": 12418, ""isMain"": true, ""node"": {""id"": 436, ""name"": ""AIC Build"", ""isAnimationStudio"": true}}, {""id"": 12419, ""isMain"": false, ""node"": {""id"": 775, ""name"": ""Bushiroad"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2011,4
10904,Waza no Tabibito,Waza no Tabibito,技の旅人,"Humans acquired a perfect source of energy called ""Patia"", which brought self-sufficiency in food and fuel to all the people in the world. Trade and transportation began to diminish and finally the advance of the civilization terminated. Now the genetically modified plants cover almost all of the lands on earth and obstruct travelers.<br><br>
Cient, the leader of a fortress city, sets out on a trip to excavate the lost technology ""Patia"" with his daughter Ruri. When Ruri gets separated from her father, a giant humanoid weapon of the old age attacks her. Ruri is saved by a girl named Tekuni who is traveling around the world training as a ""Wazabito"" fighter.",Takashi Mochizuki|Rie Kugimiya|Arise Satou|Tomoko Kawakami|Tomokazu Seki|Asami Kikuchi|Hironori Kondou|Shun Matsuena,MOVIE,1.0,31.0,36,600.0,ORIGINAL,JP,False,7.0,2.0,"[""Adventure"", ""Fantasy""]",[],False,False,0,0.0,0.0,2011,3
10905,Ikoku Meiro no Croisée Picture Drama,La croisée dans un labyrinthe étranger Picture Drama,異国迷路のクロワーゼ ピクチャードラマ,Ikoku Meiro no Croisée Picture Drama.,Nao Touyama|Takashi Kondou|Hideyuki Tanaka|Aoi Yuuki|Sayuri Yahagi,SPECIAL,6.0,6.0,60,1111.0,MANGA,JP,False,10.0,26.0,"[""Slice of Life""]","[{""id"": 12423, ""isMain"": false, ""node"": {""id"": 41, ""name"": ""Satelight"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10906,Hakoiri Shoujo: Virgin Territory,Hakoiri Shoujo: Virgin Territory,箱入少女-Virgin Territory-,"Sakuraya Academy is a high-class girls' school. Its stringent selection process is designed to ensure that they take in only the daughters of the most social elite. <br><br>
Kannari Masayoshi is a 4th-year teacher at Sakuraya. Due to his kind and cool nature, all the students fawn over him. However, this is only his outward nature. He makes use of his popularity to form affairs with many of his students. <br><br>
Now, his sights are set on a new girl, Kirihara Yukino. ",Yui Ogura,OVA,2.0,20.0,55,1502.0,VISUAL_NOVEL,JP,True,9.0,30.0,"[""Hentai""]","[{""id"": 12424, ""isMain"": false, ""node"": {""id"": 424, ""name"": ""Mary Jane"", ""isAnimationStudio"": true}}, {""id"": 27058, ""isMain"": true, ""node"": {""id"": 541, ""name"": ""Seven"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,4
10908,Kakko Kawaii Sengen! (ONA),Kakko Kawaii Sengen! (ONA),カッコカワイイ宣言！(ONA),Reboot of of <i>Kakko Kawaii Sengen!</i> streamed on NicoNico Douga.,Yurie Kobori|Youko Hikasa|Kishou Taniyama|Akiko Yajima|Keiji Fujiwara|Rikiya Koyama|Ayaka Shimizu|Tomokazu Sugita|Hiro Shimono|Takashi Matsuyama|Hisako Kanemoto|Yuu Kobayashi|Takayuki Kondou|Tatsuhisa Suzuki|Atsushi Abe|Kotomi Ootsuka,ONA,10.0,3.0,47,297.0,MANGA,JP,False,8.0,26.0,"[""Comedy""]","[{""id"": 35675, ""isMain"": true, ""node"": {""id"": 400, ""name"": ""Gathering"", ""isAnimationStudio"": false}}, {""id"": 35677, ""isMain"": false, ""node"": {""id"": 6570, ""name"": ""Shueisha"", ""isAnimationStudio"": false}}]",True,False,1,498.0,47.0,2011,3
10918,Kowarekake no Orgel (Movie),Kowarekake no Orgel (Movie),こわれかけのオルゴール,"In 2039, helper androids are widespread as general purpose electronics. <br><br>
Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an old model android in a garbage dump. He takes her home but after taking her to a repair shop he was told she couldn't be repaired so he planed to throw her away, but the next day he finds her making breakfast for him. Thus begin the summer days of a memoryless android and a dreamless boy. <br><br>
Kowarekake no Orgel was originally an independent animation released as an OVA. Later on it received a theatrical release that is a bit different and longer than the original. ",Masumi Asano|Tetsuya Kakihara,MOVIE,1.0,34.0,69,4560.0,MANGA,JP,False,9.0,11.0,"[""Drama"", ""Music"", ""Sci-Fi"", ""Slice of Life""]","[{""id"": 12431, ""isMain"": false, ""node"": {""id"": 419, ""name"": ""ElectromagneticWave"", ""isAnimationStudio"": false}}, {""id"": 20344, ""isMain"": true, ""node"": {""id"": 60, ""name"": ""Actas"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2010,4
10920,Seikon no Qwaser II Picture Drama,The Qwaser Of Stigmata II Picture Drama,聖痕のクェイサー II ピクチャードラマ,BD Specials.,Ayumi Fujimura|Aki Toyosaki|Youko Hikasa|Aya Hirano|Satomi Akesaka|Harumi Sakurai|Yoshino Nanjou|Yuiko Tatsumi,SPECIAL,4.0,3.0,53,3372.0,UNKNOWN_SOURCE,JP,False,7.0,6.0,"[""Ecchi""]","[{""id"": 12432, ""isMain"": false, ""node"": {""id"": 345, ""name"": ""TAKI Corporation"", ""isAnimationStudio"": false}}, {""id"": 12433, ""isMain"": false, ""node"": {""id"": 346, ""name"": ""Hoods Entertainment"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10923,Tantei Opera Milky Holmes: Summer Special,Detective Opera Milky Holmes: Summer Special,探偵オペラ ミルキィホームズ サマー・スペシャル,"A special program of Tantei Opera Milky Holmes produced by the staff of the TV series. <br><br>
After some pushing by Irene and her father and a lack of support otherwise, Kokoro stubbornly quits her job as a police detective to become an idol. She soon finds the idol life draining and starts to miss her old detective life. When Henriette notices Sherlock's loneliness without her, she stages a statue theft in order to convince Kokoro to return to the force.<br><br>
(Source: AniDB)",Sora Tokui|Suzuko Mimori|Mikoi Sasaki|Izumi Kitta|Daisuke Kishio|Yoshino Nanjou|Miyuki Sawashiro|Ryouko Shintani|Takuma Terashima|Hiro Shimono|Satomi Akesaka|Yukari Tamura|Sayuri Yahagi|Motoki Takagi,SPECIAL,1.0,25.0,68,2615.0,OTHER,JP,False,8.0,25.0,"[""Comedy"", ""Mystery""]","[{""id"": 12434, ""isMain"": false, ""node"": {""id"": 7, ""name"": ""J.C.STAFF"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2011,3
10924,Queen's Blade OVA,Queen's Blade OVA,クイーンズブレイド OVA,"OVAs bundled with the Queen's Blade Premium Visual Book and the Queen's Blade Rebellion Premium Visual Book. Both of the episodes will be based on Queen's Blade Rebellion, a sequel to Queen's Blade: Utsukushiki Toushitachi.",Eri Kitamura|Ayaka Saitou|Aya Endou|Yuu Kobayashi,OVA,2.0,21.0,58,4476.0,OTHER,JP,False,10.0,29.0,"[""Action"", ""Adventure"", ""Ecchi"", ""Fantasy""]","[{""id"": 12435, ""isMain"": true, ""node"": {""id"": 38, ""name"": ""Arms"", ""isAnimationStudio"": true}}, {""id"": 12436, ""isMain"": false, ""node"": {""id"": 547, ""name"": ""Hobby Japan"", ""isAnimationStudio"": false}}, {""id"": 41946, ""isMain"": false, ""node"": {""id"": 79, ""name"": ""Genco"", ""isAnimationStudio"": false}}]",True,True,1,5915.0,60.0,2011,4
10933,R-15 OVA,R-15 OVA,あーるじゅうご OVA,"According to Kadokawa, an OVA of R-15 will be bundled with the tenth volume of the novel.",,OVA,1.0,29.0,62,3900.0,UNKNOWN_SOURCE,JP,False,12.0,13.0,"[""Comedy"", ""Ecchi"", ""Romance""]","[{""id"": 12438, ""isMain"": false, ""node"": {""id"": 48, ""name"": ""AIC"", ""isAnimationStudio"": true}}]",True,False,1,17090.0,59.0,2011,1
